id,geom,Unemployment Rate,Employment Rate,Family Identity Card,Death Rate,Migration,Registered Residents,Health Facilities,Mortality,Water Access,Internet Access,Electricity Access,Income per Capita,Population,Birth Rate,Households,School Enrollment,People Density,Average Age,Vehicle Ownership,Literacy Rate
2176,POINT (117.523059 1.085092),6.66,20.28,627453,33.5,27.74,662571,146697,13.52,36.24,84.25,86.23,13429199,815124,40.86,349191,14.18,22429,69,3,20.2
2177,POINT (115.206232 -2.943205),0.3,18.0,226661,50.27,99.04,580704,899601,37.84,85.05,88.04,15.89,1444590,434672,2.02,528192,72.34,21948,28,0,33.27
2178,POINT (105.794146 -1.689006),32.47,68.86,492850,22.4,64.22,994597,119567,8.44,89.13,72.64,64.64,3733057,8299,10.24,580099,47.63,13804,22,4,80.17
2179,POINT (123.505776 0.570952),66.71,51.1,998028,93.6,89.77,624068,254502,55.73,39.55,18.45,73.08,9700440,717876,50.79,591245,60.21,15721,39,5,60.12
2180,POINT (134.212774 -3.632682),23.6,44.84,895462,93.91,79.93,594783,234711,23.4,30.07,98.65,63.02,9837714,299261,55.81,546463,31.37,5407,63,0,52.68
2181,POINT (98.472902 2.993543),38.13,67.93,508151,41.9,44.67,921819,794346,35.01,68.2,97.78,77.11,8351816,180884,11.6,13471,18.17,17060,22,1,26.35
2182,POINT (100.882133 -0.779469),32.9,28.8,291244,42.89,10.97,18666,245061,57.99,7.55,21.05,23.36,9115391,751302,1.66,86881,59.25,1056,70,1,6.76
2183,POINT (113.255710 -1.222135),12.09,62.37,290969,58.53,81.24,874466,482211,71.33,99.33,45.14,38.84,2954528,526866,16.91,594173,80.08,14611,66,3,28.04
2184,POINT (116.698903 0.365665),87.63,89.36,334758,73.04,12.84,299744,76807,65.67,73.47,29.13,15.6,13444941,475602,1.66,460137,21.65,21859,34,5,64.73
2185,POINT (138.782646 -5.116434),30.07,25.31,670543,79.11,60.86,359452,484223,52.53,59.05,56.49,53.02,11247790,36842,22.17,997155,2.08,3325,59,0,98.71
2186,POINT (112.514968 -0.110258),73.44,71.57,348236,78.09,67.05,614887,312957,19.31,89.05,9.39,46.33,8306336,12702,13.29,524713,4.5,4907,43,5,11.47
2187,POINT (125.715941 -1.915471),77.42,37.94,893489,82.48,85.34,748685,211071,53.75,14.12,64.74,11.46,13103367,400090,46.93,541120,3.75,18708,43,4,98.45
2188,POINT (140.908839 -7.211134),38.4,25.62,923445,32.78,44.11,225158,789239,63.45,39.04,54.07,83.25,4084925,102807,74.09,793924,69.12,1051,76,0,67.54
2189,POINT (111.264336 -1.040271),90.14,65.67,669548,8.3,65.22,756691,633850,48.86,85.2,56.17,87.48,1722730,207721,26.77,327390,83.34,18500,34,3,18.6
2190,POINT (112.558202 1.116974),91.98,93.38,490314,84.15,67.09,970809,558512,14.97,91.99,64.71,12.93,12438933,24037,17.14,439054,55.19,3651,29,1,20.79
2191,POINT (115.795268 -3.152256),55.02,85.62,15188,34.79,30.71,312179,592979,73.28,98.14,47.74,46.03,9685053,930137,10.46,325832,0.62,2218,52,0,80.97
2192,POINT (136.823994 -3.549990),85.39,76.58,382056,70.07,48.34,392243,966539,76.81,38.24,27.75,48.68,5327953,245097,92.15,806024,56.09,22690,67,1,46.13
2193,POINT (107.039100 -5.987174),83.07,16.24,493109,12.8,51.73,185212,150892,25.19,90.69,6.25,44.41,4095647,128667,52.22,988330,1.84,21041,29,4,17.89
2194,POINT (113.751050 -0.705571),58.83,24.89,736044,9.87,45.17,154350,617707,13.43,16.05,60.99,51.09,3868587,810052,20.8,277927,76.12,6524,70,3,20.34
2195,POINT (119.050320 -3.243468),89.43,20.7,248072,46.37,44.06,660165,913604,93.63,86.1,78.94,50.78,6264541,924954,8.72,498695,67.43,12608,28,3,94.56
2196,POINT (132.439763 -1.797168),10.26,10.58,664463,11.88,76.24,787980,736690,1.54,52.64,54.39,93.26,5544437,692122,53.11,937434,22.11,2008,71,0,10.22
2197,POINT (139.835803 -3.110778),44.37,30.27,118812,75.0,17.48,366399,389594,30.93,55.07,64.71,85.74,9694296,314397,41.64,381544,11.68,1089,39,3,58.96
2198,POINT (124.964370 -8.327393),79.65,86.48,128959,35.85,27.9,428556,108540,47.78,2.82,96.84,11.1,12323874,340343,85.47,138159,42.41,1111,62,1,13.68
2199,POINT (113.190837 -0.481613),70.73,49.01,787981,79.22,19.45,74272,386768,74.82,17.53,32.0,3.44,8194467,839534,39.68,680181,71.54,17027,36,0,6.04
2200,POINT (99.128351 3.328131),71.49,21.21,378657,57.9,29.07,966466,472537,81.68,76.98,61.33,51.95,5750574,740688,85.62,997017,86.0,5526,50,5,65.84
2201,POINT (113.241396 0.351319),28.85,27.83,875946,53.59,83.69,978173,437425,59.74,39.44,12.98,58.87,7471876,428928,14.4,711580,10.11,19645,76,4,73.96
2202,POINT (120.505180 0.617977),86.68,6.98,814417,10.36,82.87,950046,958916,26.35,61.11,21.17,73.7,5130886,743678,36.8,762549,91.7,16197,48,4,19.7
2203,POINT (133.003805 -3.026310),21.27,11.07,895972,55.32,2.09,956965,133093,97.13,89.8,8.94,37.25,2035122,858861,66.7,800916,31.09,10313,52,3,9.57
2204,POINT (134.694116 -6.672739),2.9,81.05,57076,87.26,33.41,179913,446406,69.5,60.92,41.29,49.42,11198912,512058,20.39,619464,65.97,7842,34,1,65.69
2205,POINT (103.110308 -3.728703),29.19,32.17,588303,9.85,24.74,161249,109408,96.03,50.15,96.46,11.43,10277063,272957,8.06,727338,71.9,22002,40,1,89.27
2206,POINT (132.987422 -2.247864),73.25,29.02,449844,42.36,57.34,824346,754432,9.56,94.39,86.7,47.66,10848917,816184,35.84,680590,5.29,3539,52,1,44.35
2207,POINT (117.890735 1.618620),82.05,94.9,262729,38.21,46.69,233531,887503,86.25,36.14,12.14,26.04,4893544,665580,8.15,901616,23.22,20836,68,2,44.36
2208,POINT (120.338609 -2.607444),49.02,20.75,477963,52.6,63.07,41176,505572,66.92,92.36,95.92,2.85,11234007,476796,25.77,976507,94.88,24116,36,4,92.2
2209,POINT (119.383555 -1.470092),19.73,50.9,670950,59.46,38.96,254357,147581,61.87,39.77,86.58,20.43,14917891,686584,38.21,299302,29.49,14374,62,4,54.71
2210,POINT (120.988922 0.663065),41.94,46.1,73912,93.85,73.63,428055,941755,82.45,96.15,59.72,17.29,14076974,695063,2.32,625999,73.36,17241,35,0,91.21
2211,POINT (120.100937 -4.053659),32.63,49.06,345932,6.13,1.26,149298,633871,57.48,61.13,54.36,95.32,7188897,764930,85.78,45036,38.52,20136,40,5,10.66
2212,POINT (106.000694 -1.686453),26.85,76.3,201969,9.8,73.55,557349,844059,70.32,60.32,1.55,43.05,1054994,22283,75.51,689551,54.25,21641,78,4,51.81
2213,POINT (140.204804 -7.571372),70.77,57.54,216323,66.84,40.82,56073,59384,66.96,79.53,85.73,56.07,13087175,457846,76.11,56093,62.42,18284,34,4,62.21
2214,POINT (112.650144 1.051792),95.97,68.53,114883,48.03,69.73,295131,915669,26.35,81.8,43.5,28.05,13875404,405695,33.68,910783,22.74,1584,79,0,73.83
2215,POINT (101.100698 1.765694),96.96,40.98,581479,83.46,39.51,566073,211792,76.48,20.17,76.97,89.57,11428005,684456,50.63,147956,73.15,23201,28,0,73.18
2216,POINT (112.755988 0.388349),3.23,51.7,391331,64.6,19.11,450562,904801,54.61,92.35,15.1,98.98,3283045,668608,21.33,813229,71.77,14374,72,3,15.07
2217,POINT (104.219781 -4.933911),57.27,2.85,432851,8.0,32.98,46820,860714,21.82,86.92,32.42,5.88,11812348,892084,89.46,306280,9.91,7394,67,1,14.91
2218,POINT (103.926854 -3.829610),53.05,45.61,233166,41.76,63.94,150025,369834,5.74,57.18,28.38,88.8,3926115,115001,98.35,121981,38.73,21726,62,5,39.33
2219,POINT (98.980544 1.874117),15.23,64.55,593015,17.44,7.92,937299,530855,35.55,87.24,33.69,88.84,8530812,308283,10.8,744301,56.84,1364,79,3,81.31
2220,POINT (127.734393 1.149522),98.01,88.6,972002,90.26,85.1,255510,800108,97.87,28.24,47.76,57.61,10536601,5246,13.38,477383,73.11,7344,21,3,32.95
2221,POINT (139.591287 -4.220915),72.04,61.78,499079,7.78,94.57,389772,472691,62.35,61.59,24.74,98.86,10174607,245532,26.9,319349,38.29,2718,62,3,20.5
2222,POINT (103.202520 -3.552208),0.16,61.34,689792,15.93,65.85,330587,690129,26.88,33.77,46.78,49.57,11664039,60566,84.85,938044,37.4,11385,66,3,57.18
2223,POINT (133.349887 -2.126380),63.95,98.58,211495,59.07,43.31,981202,990098,54.67,4.55,82.71,0.71,14330089,979668,25.42,8578,1.65,18245,34,2,75.76
2224,POINT (122.115541 0.556036),80.88,54.72,873969,77.13,66.26,944429,97718,94.17,57.67,46.74,53.91,5241227,491041,67.13,392884,75.84,22887,60,4,40.57
2225,POINT (139.061878 -5.750397),19.27,63.4,149942,77.73,48.12,391295,481347,63.7,25.12,34.95,56.38,1263113,922611,23.96,518965,89.2,11542,27,3,21.46
2226,POINT (138.906275 -6.098008),99.78,29.43,187561,47.75,62.62,474075,358291,42.59,84.27,31.9,85.28,1112125,971173,99.62,820452,0.96,24828,80,3,83.3
2227,POINT (118.510998 -8.451065),75.55,75.12,651633,28.79,47.64,537195,631106,99.72,91.95,88.42,82.82,13565163,686940,92.91,243779,31.88,15565,53,2,70.39
2228,POINT (115.245205 -1.883462),15.41,98.13,666653,46.75,51.33,599589,490734,80.41,49.93,82.06,58.22,1710832,615917,0.41,737884,78.45,20219,73,5,71.19
2229,POINT (102.697893 -2.372781),53.3,65.68,517813,71.16,75.99,283380,227848,94.25,1.04,90.78,52.2,2686009,173443,79.32,561634,45.04,14800,58,1,35.27
2230,POINT (99.793498 2.716802),18.73,89.56,567652,43.22,78.83,250388,684341,42.08,51.63,49.07,29.58,6449445,106603,15.89,782323,63.54,21888,29,0,59.28
2231,POINT (135.444167 -4.108219),34.93,10.16,315925,80.82,29.36,922228,326598,84.82,48.53,76.59,36.28,13401634,439331,60.57,656732,99.98,7483,36,2,81.23
2232,POINT (110.810841 -0.810576),22.21,88.76,521563,12.7,29.17,80019,740147,39.88,84.05,30.12,96.73,13524315,402397,60.63,310519,15.73,1616,80,1,34.25
2233,POINT (100.468524 1.183299),78.7,52.97,528111,82.86,59.25,190065,697731,52.67,51.66,31.87,91.36,8707676,443543,71.57,610741,24.96,14190,40,5,6.24
2234,POINT (104.338848 -3.538691),57.42,92.58,702567,99.31,54.87,729671,101060,40.9,62.22,97.49,59.94,6957473,978889,13.73,410955,57.74,24667,44,2,3.32
2235,POINT (117.998604 1.444885),40.52,67.16,622306,27.71,24.17,402339,596523,65.65,22.24,33.52,8.04,1831320,907422,80.53,68858,45.99,22973,80,1,81.58
2236,POINT (136.908334 -4.804421),60.61,17.07,859663,66.26,97.98,335281,524074,9.99,38.81,2.66,87.24,8770339,919494,93.17,671343,75.13,6175,73,4,53.96
2237,POINT (136.507257 -3.642743),12.72,13.03,248951,35.65,3.51,103523,356834,35.92,76.63,15.84,79.36,9272820,371856,24.11,563589,55.1,20374,30,4,57.83
2238,POINT (133.055120 -3.767277),87.19,97.97,549091,29.75,69.36,441030,810063,33.52,62.5,50.76,52.4,13142244,838936,70.9,812990,43.45,9461,42,0,24.48
2239,POINT (117.677081 2.219038),47.92,82.44,420534,47.45,94.32,363290,420402,39.4,46.18,41.17,39.16,3786860,971710,22.95,556104,59.57,5978,59,3,39.9
2240,POINT (121.292970 -3.501449),18.24,70.28,925927,56.91,94.89,846359,631810,95.82,33.46,69.48,22.63,2436733,155878,89.68,532530,59.67,24739,28,0,61.12
2241,POINT (102.338557 1.127916),33.04,34.16,927742,74.48,35.31,810038,815779,72.33,95.16,70.64,21.75,8093576,57237,85.82,705991,13.81,15975,24,4,25.1
2242,POINT (133.264700 -3.829648),26.9,72.1,266215,77.75,19.32,567817,608014,11.16,14.81,37.15,17.59,1585991,940011,54.39,483940,48.49,16286,70,1,25.94
2243,POINT (137.498700 -1.834310),9.18,34.36,442335,57.81,49.33,572250,54618,17.11,12.86,95.16,24.02,14426663,855695,91.56,559828,83.52,4636,67,5,88.47
2244,POINT (137.375641 -2.648501),50.17,60.79,999245,56.2,94.91,591679,622555,13.24,32.29,59.65,11.36,5880465,101935,82.34,11685,20.88,7844,60,5,5.87
2245,POINT (101.967181 -2.295342),74.18,13.64,936778,4.63,96.92,111752,428499,21.62,44.68,25.63,24.92,11706445,911648,54.53,255826,71.65,23133,39,0,95.57
2246,POINT (114.825491 -1.653857),0.25,79.12,472112,28.38,48.69,757523,214794,44.01,93.73,82.39,21.14,5749297,836549,78.69,498630,49.67,21088,55,5,54.51
2247,POINT (112.332487 0.365629),17.05,68.5,579846,94.31,99.63,7914,213356,6.15,75.21,26.71,45.71,5531798,135836,77.25,382559,9.52,7440,40,3,33.73
2248,POINT (121.735782 -4.667006),63.47,80.69,659563,61.57,62.99,313711,993134,26.28,54.87,71.42,17.34,13110845,508854,65.14,157137,13.39,16003,48,0,79.35
2249,POINT (120.350847 -8.302559),15.55,66.86,915668,80.17,50.77,694851,964984,48.45,45.35,89.17,8.3,3457598,4483,94.85,97408,58.43,2261,20,5,43.68
2250,POINT (114.513198 -2.278369),72.63,19.2,378465,84.76,3.59,796996,378788,53.98,15.9,93.07,17.27,7496363,742316,7.35,27137,83.53,12327,36,4,95.4
2251,POINT (105.186905 -4.587575),62.43,67.28,981214,8.47,39.63,915770,234640,92.75,93.93,76.73,75.43,1730825,320518,46.85,110443,92.05,5223,74,2,85.83
2252,POINT (120.248518 -8.522258),32.27,36.48,336347,48.25,59.29,939634,748529,15.92,41.74,65.17,78.93,14665057,287895,11.64,201863,12.62,23987,75,2,78.56
2253,POINT (101.779232 -3.212235),37.47,74.77,588401,53.15,55.71,68788,747408,35.71,1.84,57.36,69.69,4443075,699650,90.17,338476,1.79,9986,23,5,93.46
2254,POINT (97.865844 3.059216),66.22,89.85,994399,30.1,61.87,600560,868858,82.38,12.74,90.54,43.52,8308495,231760,37.86,322847,17.43,15094,60,2,86.15
2255,POINT (114.511274 -1.749884),38.19,65.14,184158,36.66,85.17,100677,439214,6.53,93.76,74.02,75.77,14316665,443918,59.5,740116,31.58,22538,32,4,39.87
2256,POINT (99.648536 1.530302),77.62,64.01,111577,41.44,98.58,864629,402596,70.4,95.39,73.99,64.89,5184577,548302,2.48,272996,34.13,13725,69,1,61.69
2257,POINT (133.735763 -0.906986),50.18,70.27,998339,38.0,43.21,649688,401322,68.29,23.11,17.78,76.65,4434261,82712,71.11,586959,54.97,15190,78,1,85.22
2258,POINT (116.862509 3.243995),74.81,84.63,22661,57.2,34.54,630942,771824,66.21,21.25,0.06,24.11,3799732,259895,39.57,326779,29.08,2937,31,0,11.39
2259,POINT (100.333741 2.332315),93.4,95.8,522667,69.85,59.86,650081,156655,59.05,28.51,49.95,78.96,8934137,599018,55.99,417851,57.57,23097,60,5,59.93
2260,POINT (110.988421 -1.154994),73.27,62.34,711708,14.65,53.33,759449,450986,43.45,15.01,96.17,2.9,5692394,612893,17.97,83256,88.09,8859,80,5,82.74
2261,POINT (136.333915 -2.950451),11.38,91.29,135695,50.52,92.14,599181,770173,68.83,30.33,84.5,80.78,11799079,173274,83.3,718646,98.01,24026,71,2,61.52
2262,POINT (122.388526 -4.381375),52.35,2.21,473607,58.09,68.39,278260,905856,1.13,85.8,41.3,79.39,7917904,929498,49.22,437258,52.87,10893,29,0,9.14
2263,POINT (120.820160 -8.765680),87.73,0.54,112924,2.24,99.82,474181,600896,63.62,69.7,0.64,66.77,11442194,259261,11.78,575132,99.23,8299,26,4,18.86
2264,POINT (112.162028 -0.113963),47.84,84.28,425042,68.6,84.88,186843,955614,90.48,88.37,40.03,98.22,3865599,785208,20.37,462397,51.93,16789,40,1,13.11
2265,POINT (122.085290 -0.335411),16.24,75.3,640494,73.86,68.1,699059,458246,24.45,65.1,4.86,29.42,13622497,778726,97.4,725029,37.31,15532,43,2,23.96
2266,POINT (111.241513 0.986682),11.7,84.21,501597,0.3,85.98,771869,230960,86.53,37.82,20.12,84.75,14794369,771674,58.65,344993,94.05,14109,46,1,93.49
2267,POINT (109.881720 -0.774157),52.37,93.51,999864,13.89,47.9,120785,169589,25.94,78.54,86.0,53.82,3627256,288481,5.63,97794,22.0,3516,80,0,74.86
2268,POINT (109.936190 0.048860),82.87,21.83,152672,19.34,47.39,479485,612059,78.1,95.9,4.85,12.39,4539800,396850,25.45,405190,71.33,16509,75,1,90.75
2269,POINT (115.464749 -8.211114),95.83,48.84,541288,31.15,62.05,540194,293553,87.02,18.52,49.66,54.11,12048735,956952,73.34,227537,72.14,15070,35,4,1.49
2270,POINT (130.205070 -3.092583),77.47,44.73,264011,80.82,68.87,812679,222983,93.08,12.2,32.98,26.84,5173890,261197,33.6,838594,56.49,22009,29,5,21.43
2271,POINT (115.988811 -0.126018),34.61,51.15,275583,90.61,22.41,331233,413013,38.96,85.47,79.9,34.08,4965509,304739,49.02,202257,30.24,7731,67,4,47.36
2272,POINT (102.700262 -2.827130),73.98,67.06,762913,51.88,75.83,601194,272499,3.47,56.76,29.27,25.83,2503560,846752,2.85,891011,62.6,9957,34,2,43.84
2273,POINT (139.162461 -2.138554),26.76,2.08,129973,74.02,80.8,527012,811154,56.46,65.95,72.98,92.31,14996980,822958,23.76,807559,81.42,7530,29,2,80.84
2274,POINT (115.199925 -0.153976),48.0,42.31,16495,59.48,47.35,176295,28115,78.9,52.56,60.74,45.38,13612502,998501,51.76,942572,48.66,10674,44,1,97.89
2275,POINT (115.024711 -1.355507),92.21,57.18,988538,89.49,27.54,796376,161741,95.77,74.11,0.55,45.07,13873482,674706,17.34,891969,85.09,9376,60,3,42.78
2276,POINT (122.517958 0.927248),40.85,98.0,247975,18.56,71.52,534131,446830,50.81,1.33,45.02,93.02,8238478,133051,69.91,478100,90.03,1960,49,0,4.41
2277,POINT (111.655904 -7.409037),56.97,42.8,265997,54.54,73.65,228528,160567,34.22,2.29,45.49,55.13,1205060,833063,51.02,932784,63.79,13019,34,3,78.47
2278,POINT (116.070704 0.564573),55.16,9.25,77475,50.08,10.16,762118,766165,11.74,44.46,34.2,31.13,11698627,675024,37.85,765423,70.01,3604,30,4,39.43
2279,POINT (105.396572 -5.329399),87.37,81.28,964890,97.55,47.71,569923,350694,43.57,2.15,11.21,83.6,11805692,317954,48.81,102391,77.85,15049,66,2,38.65
2280,POINT (137.504384 -4.149327),64.57,50.04,708492,60.88,17.37,884601,669826,99.68,17.85,71.94,34.12,8552812,279806,62.35,221798,86.03,10299,70,1,39.54
2281,POINT (126.880362 -3.168326),27.21,26.73,634087,66.52,0.27,92479,738405,48.37,65.1,38.33,25.46,9935967,108450,49.98,426665,77.66,10922,66,5,79.01
2282,POINT (103.165512 -1.339292),75.23,83.82,746615,95.08,19.84,903499,323049,57.1,48.03,1.7,9.59,13500586,212976,37.43,280005,31.54,17070,24,1,77.3
2283,POINT (109.008685 -7.151503),30.33,81.61,283526,5.55,23.25,617469,119105,55.46,62.16,60.44,16.96,5616384,37321,21.49,241059,20.47,11344,41,3,83.0
2284,POINT (131.272766 -7.856828),65.74,23.63,408970,87.74,9.74,945285,806589,61.99,72.22,44.83,71.14,9187570,718989,39.37,718427,16.58,1368,63,5,82.93
2285,POINT (111.354106 -1.573632),30.98,24.41,85704,67.11,57.38,238166,148228,64.33,37.87,22.72,15.71,10459996,669861,88.94,201847,11.49,12338,36,2,74.09
2286,POINT (97.535247 3.750655),87.92,93.28,446346,67.3,95.61,224098,127658,8.57,28.33,20.19,36.41,13555709,488350,8.31,367987,79.68,16983,24,1,39.86
2287,POINT (110.608244 0.203844),45.27,52.54,158616,43.95,67.42,504162,771798,98.96,31.36,8.42,95.11,11432755,424376,87.82,476452,90.3,5741,34,1,51.65
2288,POINT (114.306165 -1.127186),41.83,51.54,544400,58.67,78.16,935293,179636,55.37,62.16,45.99,24.48,1756162,734297,28.81,141366,15.59,22140,32,2,17.45
2289,POINT (108.395037 -6.384082),89.57,22.59,696636,86.51,86.72,102130,87932,57.01,80.86,84.48,56.92,7102112,561913,8.14,452453,1.49,5620,25,2,47.12
2290,POINT (121.063246 -2.647488),49.68,67.65,802328,57.04,5.29,176123,868862,76.95,73.58,13.9,95.8,14701411,823867,24.67,920755,5.21,13654,72,4,51.7
2291,POINT (110.016251 1.174692),57.77,27.39,224731,96.87,59.66,802945,246401,45.22,78.76,85.46,17.66,7265216,470817,95.86,531337,85.15,12624,36,4,26.81
2292,POINT (105.373542 -4.489232),26.95,94.23,128805,5.93,28.8,310430,612896,7.79,97.28,62.64,62.76,11965543,372815,92.36,438038,87.74,15094,27,4,14.58
2293,POINT (102.509960 0.249661),22.01,75.18,649655,31.63,16.2,502888,223785,89.98,6.71,95.28,68.1,2386119,943409,57.82,716620,64.82,7562,30,2,26.97
2294,POINT (99.052445 1.182839),98.04,46.02,879938,3.59,37.78,974525,661959,89.66,2.75,90.4,82.82,11897173,388443,56.25,10654,37.1,2379,27,3,14.3
2295,POINT (135.367867 -3.411345),44.01,63.25,55955,39.85,32.67,124400,306148,36.02,88.08,94.72,7.95,1045233,522263,29.75,891331,90.26,15536,25,1,96.55
2296,POINT (118.441260 1.251724),29.79,57.86,324626,70.55,94.56,664124,493453,55.01,20.49,82.46,98.07,5170609,724362,97.8,939048,95.29,16112,68,2,92.74
2297,POINT (116.468739 2.701271),60.06,7.3,407371,3.27,95.84,489589,390133,70.28,10.46,92.04,20.19,12346094,651218,83.22,722004,25.76,1157,79,3,98.53
2298,POINT (127.511910 -0.313878),68.94,94.27,154609,63.7,95.39,577232,45624,28.88,69.02,4.69,6.03,1194050,868819,37.3,56357,71.14,3351,66,1,50.04
2299,POINT (116.736646 2.025379),67.59,92.63,733275,64.85,67.25,138167,875645,93.92,29.72,23.13,68.62,14936302,455879,17.15,791739,24.25,3848,45,2,70.34
2300,POINT (105.879040 -2.977408),98.11,45.43,680846,3.99,91.35,750767,219808,49.11,75.1,2.8,68.82,9943480,485780,63.61,633072,73.79,16030,78,0,69.0
2301,POINT (136.384525 -4.230566),93.59,79.68,527593,17.99,78.39,89016,365593,65.89,95.59,86.75,72.76,14556850,585200,72.8,209065,51.48,17699,64,5,20.82
2302,POINT (133.226727 -2.058442),23.68,2.47,487995,74.48,18.39,683741,938505,91.92,24.34,60.23,67.42,11830490,855356,74.15,81732,50.37,21524,36,5,30.29
2303,POINT (102.846269 -2.956029),37.43,45.4,459290,53.63,4.95,744326,637096,34.45,86.72,63.45,33.5,6030385,173431,23.96,330367,74.45,11751,55,4,58.28
2304,POINT (140.066989 -6.564334),30.6,39.62,787680,61.42,17.21,127983,590000,4.5,93.67,65.06,70.52,6990381,673952,89.9,838617,77.75,6753,43,1,41.02
2305,POINT (137.224145 -3.547645),80.64,44.98,352573,39.92,10.17,801102,186324,27.89,66.61,2.42,16.42,4413215,349310,32.78,46818,31.99,4013,29,2,82.71
2306,POINT (113.514831 0.183442),34.67,53.27,899033,48.53,31.89,628379,220388,51.27,63.74,96.36,2.38,3754723,807159,78.32,272098,54.62,12975,35,4,63.44
2307,POINT (124.641817 -9.327491),41.72,7.61,224355,37.58,37.7,304810,241862,19.84,14.07,36.02,27.06,9695986,636475,83.77,282690,44.87,1987,55,0,50.12
2308,POINT (115.776379 1.006394),32.4,39.77,867577,66.06,89.56,959352,274836,95.98,74.63,85.47,4.36,6283677,368038,36.69,208300,45.24,4052,64,5,23.64
2309,POINT (133.067561 -3.495427),96.97,13.76,128179,17.91,77.97,289809,956089,21.82,0.54,97.89,77.78,14835763,184589,46.97,553631,45.41,3029,63,4,69.16
2310,POINT (113.926356 1.171150),92.96,34.77,174299,45.22,18.62,339627,325780,82.08,90.38,12.27,31.78,9033051,526492,13.85,843237,72.93,5300,31,1,96.69
2311,POINT (108.278702 4.016000),29.21,33.64,793925,59.97,76.84,558046,997279,42.32,59.43,50.74,32.46,9399811,617625,40.83,304335,81.84,2760,73,4,49.03
2312,POINT (104.363010 -4.576016),62.08,97.14,485986,87.35,24.08,279087,485838,76.51,17.79,12.93,72.89,8423998,699991,57.85,940371,76.72,11281,59,4,54.59
2313,POINT (112.531306 -6.939743),98.59,4.05,312468,66.8,57.03,285482,123487,15.83,45.73,57.65,90.95,11203987,376889,2.86,246394,94.39,11698,25,2,43.39
2314,POINT (133.889015 -2.724350),38.36,45.36,907648,65.53,79.1,34725,965887,45.39,23.17,73.95,14.49,4414363,734985,92.68,840022,53.9,11459,76,1,82.33
2315,POINT (136.565231 -3.844050),7.72,73.43,965093,69.97,38.62,360138,14135,63.84,47.07,68.06,45.08,11332002,303575,13.28,39908,29.44,11065,20,4,81.45
