id,geom,Health Facilities,Electricity Access,School Enrollment,Literacy Rate,Income per Capita,Death Rate,Population,Migration,Mortality,Average Age,Households,Registered Residents,Water Access,Birth Rate,Unemployment Rate,Internet Access,Employment Rate,Vehicle Ownership,Family Identity Card,People Density
683,POINT (105.673532 22.463785),395786,40.83,41.34,69.06,13813735,45.6,753515,68.58,99.67,71,931557,739001,68.49,86.45,22.51,37.45,91.37,4,128228,19793
684,POINT (109.046147 12.980451),50094,9.65,17.4,52.6,3807075,40.62,358614,75.4,67.83,24,304024,92788,93.64,90.22,97.85,79.31,24.39,2,783179,18058
685,POINT (109.018644 11.839038),661027,93.5,21.8,38.12,10777627,96.99,986522,83.5,69.63,36,154757,546015,8.04,37.99,63.19,38.43,4.03,3,218312,8901
686,POINT (104.654862 20.411252),411168,22.79,67.14,76.22,3981803,5.84,303020,74.69,18.67,49,865089,836308,88.59,1.04,58.34,48.35,3.96,3,693033,13576
687,POINT (108.856016 15.267015),97512,38.35,45.71,70.24,13341306,59.33,328321,70.24,4.51,48,652555,782460,7.97,11.11,85.95,61.19,1.35,3,888840,3283
688,POINT (108.615973 14.490097),706005,3.33,20.17,88.68,6400292,47.07,16424,56.36,40.86,45,556747,497528,75.64,71.28,20.44,64.23,51.37,0,596326,13871
689,POINT (108.818779 12.179096),11590,69.27,20.08,5.71,14575503,22.65,248651,70.85,37.6,27,467387,599919,53.41,40.61,98.51,5.52,99.89,0,420952,6184
690,POINT (105.829068 22.830551),607130,41.83,59.16,63.44,3538361,52.95,753731,37.0,89.25,28,928738,687206,24.98,53.52,65.18,48.83,26.62,1,363786,14328
691,POINT (105.546128 18.883985),304729,77.05,34.23,59.97,14429267,83.57,319840,52.06,32.92,28,242737,588716,12.62,4.05,16.57,49.15,82.32,5,886446,23900
692,POINT (104.865858 21.888266),738124,1.08,67.32,64.44,7891715,46.02,766721,69.39,37.17,80,741714,303589,85.72,42.54,72.06,75.99,35.41,5,764261,7594
693,POINT (103.984647 21.978306),302432,41.21,39.08,48.38,12235864,58.62,35415,65.56,80.07,52,99550,540639,27.38,19.96,8.43,31.68,86.32,2,439114,23971
694,POINT (105.230160 9.722101),830566,61.62,7.56,31.14,5663626,61.16,340512,76.54,90.14,46,21425,101905,24.77,34.22,99.96,90.83,98.43,0,223777,1210
695,POINT (104.969623 9.498411),959738,43.26,9.51,58.64,12679333,45.86,863112,99.35,30.02,57,70907,294859,58.85,16.57,26.15,0.12,31.08,5,590511,17161
696,POINT (105.324155 9.786730),150340,20.26,98.97,82.02,2850196,29.75,816640,67.54,82.33,37,563494,243453,19.89,62.86,23.14,19.25,3.1,0,966702,18956
697,POINT (104.787168 20.233897),459956,36.27,71.6,36.14,5637032,86.16,41769,54.61,35.68,22,878044,753063,17.77,32.52,63.29,3.17,6.89,3,691655,24194
698,POINT (106.853071 21.619635),38488,59.84,33.45,66.44,9270206,40.89,415337,6.47,49.87,26,988300,31796,18.7,5.76,94.0,61.2,18.67,4,880167,12949
699,POINT (106.238895 22.535967),279144,86.7,78.08,39.39,3495708,74.25,943396,27.25,63.05,40,264108,708714,8.15,99.51,79.95,64.78,50.7,4,771306,19581
700,POINT (107.612749 14.989789),576538,97.23,98.63,62.83,6359287,9.77,46728,92.15,67.98,48,844895,440591,22.97,32.82,76.48,86.92,13.49,3,449968,16336
701,POINT (105.473935 22.609085),435681,55.39,40.61,68.78,13727413,27.28,619813,13.7,13.41,26,277525,438296,74.79,63.79,40.02,93.91,14.39,1,357910,15933
702,POINT (104.787291 21.594301),303118,4.82,59.96,92.3,3926777,36.69,928373,30.16,15.54,58,971478,332823,63.29,94.8,72.15,30.85,80.11,3,634395,16430
703,POINT (104.849674 9.193016),899108,56.73,15.58,11.26,2295195,28.54,916098,66.61,13.11,71,588842,190735,79.43,19.45,35.05,37.01,48.57,5,102973,9711
704,POINT (108.162945 13.406652),961257,87.78,29.58,25.48,14908981,41.15,646905,51.77,12.91,22,306029,928403,90.43,22.28,69.41,36.09,92.86,2,465335,8280
705,POINT (103.860056 21.587668),145716,14.95,99.27,21.24,14744833,75.27,299087,49.04,67.38,31,426877,515291,56.38,79.57,71.01,8.03,28.01,5,792436,5284
706,POINT (107.568977 15.765296),612618,33.66,37.16,1.82,5349292,21.22,876392,43.0,9.83,79,627001,468119,19.68,47.32,42.14,43.36,68.1,5,895656,19747
707,POINT (108.765582 12.353936),685755,81.07,57.39,64.68,3616192,81.95,992932,68.94,51.03,64,56413,545093,91.27,64.63,68.16,88.73,94.06,5,924024,7819
708,POINT (107.627864 14.361395),5297,96.42,9.62,25.86,12578849,59.3,903687,93.26,5.45,20,389985,802142,28.76,67.96,2.59,93.31,43.88,3,776525,17702
709,POINT (106.021298 20.286166),381463,95.04,52.01,60.67,14308732,1.9,217801,83.91,14.11,21,371143,265364,29.94,63.93,87.58,63.68,18.15,5,297243,8424
710,POINT (104.083345 19.341289),372630,63.37,37.57,76.08,2550245,60.87,711742,66.71,17.01,42,138507,582098,25.61,98.59,61.53,7.38,52.28,4,816471,23306
711,POINT (106.072463 10.628048),669179,74.28,40.49,62.46,1391787,70.4,73845,9.57,82.54,21,514361,970476,40.22,78.89,40.35,78.53,44.37,3,162979,1113
712,POINT (105.966524 20.614165),225232,36.95,86.3,20.95,5203640,51.74,791154,87.46,24.05,45,887205,433104,51.21,73.29,32.11,16.28,34.15,1,192646,1853
713,POINT (103.960081 22.312675),606845,5.17,74.38,89.31,6973268,28.16,535167,95.47,85.65,43,94095,923250,82.22,12.93,21.27,25.02,31.26,0,615051,14974
714,POINT (105.081208 8.785979),324021,56.26,65.4,10.09,13787955,19.8,660524,14.13,85.93,37,60930,124870,24.42,50.7,85.68,63.39,80.72,0,340925,21173
715,POINT (105.809214 21.862275),396947,39.01,29.66,38.8,13802049,10.34,835827,76.42,88.09,50,664479,167045,25.01,87.84,89.76,64.0,96.03,1,109540,9964
716,POINT (103.888975 22.071625),942802,87.04,21.84,28.51,3564397,32.33,665907,68.96,89.91,70,679149,911171,81.33,71.58,64.81,52.68,84.22,5,193910,12390
717,POINT (103.764147 20.993125),167600,78.34,70.91,6.71,13425954,35.14,814092,77.33,29.43,44,263622,983221,44.58,20.66,38.56,52.95,84.72,1,958865,6697
718,POINT (106.933724 21.068337),22425,30.75,70.75,71.83,12537611,94.28,867971,28.16,33.71,53,976606,910043,11.38,67.44,64.86,76.03,41.22,5,501089,5738
719,POINT (106.857532 21.828320),853483,14.46,75.24,16.07,13835807,31.98,277628,82.14,63.1,74,255956,213091,75.03,86.27,91.13,31.84,31.74,4,589332,20538
720,POINT (105.986274 11.263181),330258,8.28,67.51,30.53,6364200,94.18,441277,54.54,19.41,70,464254,639856,52.99,37.56,3.84,53.37,82.89,5,870600,6414
721,POINT (108.708825 12.595123),848789,74.67,21.45,52.27,12415126,38.2,731350,45.89,62.7,41,24758,415327,38.29,12.53,44.52,91.56,88.24,4,301560,5778
722,POINT (103.541649 21.928012),508410,7.89,31.01,5.59,9979744,41.82,923562,4.07,98.87,29,789534,425603,95.0,9.92,23.36,19.46,89.06,3,809252,11553
723,POINT (108.275794 12.395256),195004,1.76,73.8,92.54,10042917,61.44,315815,62.03,59.64,42,608295,214022,11.13,64.07,19.35,10.19,8.44,5,944213,9790
724,POINT (108.578374 13.542061),471648,13.6,37.26,90.58,7444427,49.3,209016,87.78,3.51,27,655822,408631,49.32,52.52,40.43,91.08,62.4,1,216602,8170
725,POINT (104.921383 20.779640),584268,49.05,84.37,54.88,9582249,96.06,973413,16.73,53.54,75,523354,811214,37.88,91.24,78.59,98.16,54.23,5,624037,1830
726,POINT (104.782198 22.667823),564080,40.31,18.65,79.33,3628412,93.15,664693,57.75,22.31,62,895916,251178,8.95,58.83,24.41,20.92,69.87,1,798313,8750
727,POINT (105.376162 19.086666),480915,42.41,37.47,88.9,9919182,96.92,552600,28.02,15.0,39,189435,800883,98.36,55.21,89.32,41.45,63.42,2,852011,16137
728,POINT (107.828206 13.401913),451338,96.81,1.91,49.24,12767661,35.79,177881,12.59,93.76,31,790823,167551,80.84,57.39,94.12,82.63,97.22,5,239062,15583
729,POINT (105.617369 9.888547),648186,80.01,63.38,72.95,2914882,86.31,150315,18.25,36.85,79,141907,995232,7.63,19.18,6.66,23.68,34.81,0,731452,17861
730,POINT (106.237095 17.370625),58172,88.06,2.28,49.21,6702708,96.58,207569,70.64,91.45,49,309761,363959,67.3,76.73,48.12,76.9,93.35,3,715543,23556
731,POINT (104.045430 22.525364),492808,28.74,49.97,71.33,8070288,95.13,189912,1.74,35.2,40,859234,451711,78.46,57.73,24.05,6.54,27.13,3,420736,19635
732,POINT (106.860620 10.655713),956519,8.96,6.23,28.37,12441382,69.2,499814,1.57,18.15,64,24418,909096,53.2,92.32,62.46,47.94,57.22,3,684639,4195
733,POINT (108.164183 12.287370),612280,26.07,75.21,42.06,13246264,2.47,666796,77.77,74.38,42,809191,639874,83.92,50.98,90.69,46.87,76.65,5,910980,14010
734,POINT (104.350293 19.090517),238382,35.35,100.0,23.9,5471709,22.78,456723,96.93,95.74,50,921366,760839,73.71,39.72,42.58,40.72,12.93,0,556402,24779
735,POINT (106.406561 22.427689),441495,92.59,67.55,22.88,4762657,9.97,560257,91.11,57.74,26,473048,973663,63.94,74.19,18.33,60.81,47.28,0,398542,9555
736,POINT (105.563978 9.955233),211680,53.45,94.18,80.34,9253891,36.73,337869,51.35,84.36,43,979479,62638,9.69,14.75,49.03,72.14,38.01,2,693604,9797
737,POINT (104.463197 19.373617),298401,89.7,87.54,23.99,1046324,20.98,559811,37.06,23.0,73,475623,721050,87.62,53.88,29.8,94.46,88.77,5,930722,5297
738,POINT (107.970349 11.051637),126098,66.86,2.6,8.21,10020910,99.82,177949,33.84,69.27,60,596693,499331,28.92,90.95,27.3,31.54,3.05,0,482492,18164
739,POINT (108.443197 15.246793),768663,63.99,6.05,38.77,10392334,91.28,477202,66.27,22.45,59,500720,661318,36.11,29.01,28.07,51.8,62.89,3,456744,3843
740,POINT (107.968999 13.348001),705640,70.32,39.34,96.01,3204031,51.26,505234,20.08,26.42,27,432703,55318,42.21,40.81,89.87,20.62,5.42,3,613953,1796
741,POINT (105.747361 9.399281),798912,26.44,13.64,8.12,11393876,87.21,78600,35.25,4.72,74,848995,313762,72.87,74.12,55.59,18.52,55.18,5,593587,22992
742,POINT (105.277151 9.760588),729994,18.86,6.15,79.79,3590403,49.36,339259,76.52,96.52,70,246985,186305,19.97,34.84,82.44,3.12,47.34,2,326513,8727
743,POINT (103.559677 21.376960),754504,1.66,6.97,3.19,4789972,87.32,905030,97.79,54.25,60,644731,973789,83.67,51.86,2.63,31.98,23.39,5,341012,20484
744,POINT (106.089418 9.978898),706746,25.65,67.28,37.61,10316375,96.71,185877,19.2,49.69,61,866171,896620,8.65,21.84,59.54,31.01,8.45,4,767073,22994
745,POINT (103.699871 21.407718),900502,68.13,76.6,29.19,3958109,99.09,441903,83.09,71.5,71,777495,843961,9.56,25.07,32.65,32.92,55.28,5,422492,10071
746,POINT (109.246156 13.080435),59625,25.76,63.38,6.4,7654072,39.74,640314,28.09,24.2,58,921916,620776,44.46,88.49,41.61,79.8,83.86,0,369719,14516
747,POINT (104.987474 19.361448),472054,9.7,51.81,52.54,7913965,1.68,277765,81.03,73.65,72,81821,979781,5.63,31.61,45.65,64.8,51.06,4,109192,18071
748,POINT (105.091139 23.000612),710770,22.11,48.31,74.28,3576022,24.12,38892,93.27,55.48,30,384367,148482,27.53,27.54,77.94,67.83,57.29,5,311649,24499
749,POINT (106.450843 9.561721),343844,92.61,66.36,98.68,10194587,82.84,686706,39.3,77.02,52,697407,120536,56.34,66.82,40.42,51.03,82.86,2,49701,11613
750,POINT (106.214595 10.582998),644282,91.95,15.41,97.35,2333367,95.8,249451,75.73,41.18,23,341316,549652,80.3,60.87,37.83,96.83,73.92,0,133094,10084
751,POINT (108.183830 12.507043),133055,63.1,8.55,31.77,5988247,50.52,342670,45.95,20.38,57,80350,270653,52.27,78.68,42.77,38.59,61.57,1,388727,10892
752,POINT (107.424887 16.489725),438211,4.51,90.95,72.95,8153018,19.77,262790,23.47,26.82,46,556110,91037,67.18,79.32,67.44,64.65,30.53,3,660267,23387
753,POINT (107.632068 14.229670),301285,37.94,65.69,59.02,5530936,75.94,764816,61.38,13.21,74,892125,198861,18.95,9.54,79.61,29.62,13.2,5,475924,20859
754,POINT (107.167215 11.507386),363801,25.69,48.8,12.08,13409213,38.97,244762,58.73,27.2,78,232308,402327,98.17,17.98,91.48,53.16,35.53,1,307279,14579
755,POINT (106.098773 22.284870),58639,0.01,44.76,30.96,6271539,53.55,879921,65.59,47.28,23,152094,889179,98.23,80.68,49.3,26.31,55.22,0,916496,16985
756,POINT (105.045949 23.112138),421741,48.68,13.52,38.67,7010203,0.82,154340,99.83,93.03,33,903575,428593,27.23,91.08,35.31,51.68,97.76,0,760649,12461
757,POINT (105.607323 9.889308),430726,80.09,84.91,3.14,8609765,16.77,278244,17.74,40.62,75,25870,230125,54.93,83.64,13.15,23.64,56.68,1,796358,15302
758,POINT (106.425565 18.046846),254802,22.22,36.28,28.9,12184081,91.08,754098,85.43,10.29,40,603384,4163,61.8,9.06,20.38,48.31,73.37,4,419919,2282
759,POINT (105.623423 20.724980),801723,67.51,52.44,46.36,13307806,95.52,929903,46.02,92.49,73,22051,404703,17.82,81.54,40.25,66.45,43.32,3,215319,11271
760,POINT (105.632669 22.413171),561517,0.18,27.38,26.94,8401111,42.74,277837,83.49,5.37,52,909456,480560,9.56,11.11,4.7,17.69,19.03,2,411240,8589
761,POINT (104.111143 19.318791),779531,0.57,77.17,63.19,5623775,32.76,673772,46.39,57.29,56,205366,781062,50.84,70.9,52.86,69.18,23.79,4,331273,24351
762,POINT (104.898994 10.116090),684699,50.85,43.02,16.49,10943388,96.29,855474,57.13,67.69,38,272122,493772,40.68,78.08,66.13,83.12,51.87,1,783792,10342
763,POINT (105.494274 9.136226),766063,48.39,78.22,2.45,1694974,30.46,282133,4.44,53.28,78,368923,171337,95.5,25.2,33.79,57.76,27.75,1,806396,8907
764,POINT (105.521934 21.935840),822922,50.71,51.18,81.69,13437805,80.19,298037,48.16,74.9,51,516890,449900,99.95,86.74,62.75,56.18,51.08,4,954324,1854
765,POINT (104.783811 21.566572),575232,5.01,81.34,81.89,14968870,14.35,326966,52.97,28.2,77,469765,945334,24.56,89.42,8.49,21.48,77.6,2,197522,19032
766,POINT (108.488986 15.233454),436660,90.86,34.87,60.6,2183439,15.19,950237,18.55,13.98,29,601413,484780,72.43,12.03,66.99,68.38,31.75,3,795648,4335
767,POINT (104.145357 19.232818),991194,91.49,68.48,18.66,14156198,75.0,169213,78.39,21.76,35,17212,442127,89.21,95.23,9.96,14.83,28.15,4,63760,23846
768,POINT (105.432702 21.040562),326941,80.8,59.64,34.69,5325946,77.41,599291,12.54,50.47,48,572283,302758,42.18,98.93,92.67,90.64,11.77,1,437195,4028
769,POINT (108.840204 12.311149),884242,11.79,78.44,80.09,4651802,59.74,775952,95.9,66.98,22,75259,58512,95.45,88.84,13.77,30.31,31.36,1,485298,1654
770,POINT (106.061534 22.279958),99655,91.68,16.35,73.47,11483986,91.99,844263,13.56,12.87,48,152313,140796,31.98,24.7,78.08,42.6,30.11,0,129346,24071
771,POINT (105.618824 22.852206),288425,6.86,55.24,9.9,5193815,9.26,346808,59.59,53.58,72,707807,354448,48.95,13.77,9.68,82.45,55.65,5,539128,1455
772,POINT (105.490867 20.836353),351874,73.08,52.96,92.68,2686487,2.31,127287,63.2,83.9,63,591498,303745,17.47,22.34,89.34,8.93,9.31,1,471952,7308
773,POINT (105.383119 22.722232),403614,72.5,98.6,15.3,4734818,92.98,613642,50.11,27.77,38,519300,541824,6.03,47.91,4.13,19.11,9.36,3,106904,22608
774,POINT (107.880653 12.114401),661042,15.47,85.66,31.18,12425192,2.89,914376,89.29,87.37,40,858035,612767,49.25,42.19,10.68,91.08,7.97,4,71218,17497
775,POINT (104.782464 21.837346),258672,44.61,25.16,22.82,2012720,25.17,337751,43.45,39.5,38,270641,718191,82.44,4.0,85.58,15.78,92.74,1,944243,9406
776,POINT (104.692205 20.249744),360908,67.19,47.15,98.94,6068470,59.05,939917,95.36,31.77,70,989150,398716,35.58,64.67,16.59,45.59,79.06,1,702366,5288
777,POINT (107.033886 21.413506),562938,98.05,91.8,1.9,10248968,35.59,796728,64.66,17.83,62,683738,402945,91.33,44.7,63.21,3.82,3.28,3,448092,2502
778,POINT (106.114161 17.528670),658880,21.58,9.0,58.17,4169316,65.52,611057,33.04,0.72,74,568594,216961,54.1,35.62,51.34,75.96,47.28,0,37670,7688
779,POINT (106.132381 20.139509),113322,88.74,32.52,52.63,13535269,86.13,575739,15.46,23.54,64,39202,822398,61.01,27.7,8.53,12.36,95.1,2,857679,2813
780,POINT (104.017206 21.379824),770319,91.96,61.17,22.73,10972632,21.02,580958,66.78,18.95,31,550813,154722,16.83,79.04,95.77,49.98,31.36,1,660721,15208
781,POINT (107.114279 11.666866),450036,83.42,24.18,59.95,10988331,62.88,412447,9.11,37.35,45,960993,7216,54.33,70.15,91.27,97.32,20.9,4,828224,21407
782,POINT (106.907296 11.135531),376099,37.63,14.07,47.32,7521505,82.32,51902,76.11,10.36,75,151545,118379,68.56,28.25,77.85,53.27,44.13,3,719747,5537
783,POINT (106.333842 20.536943),352777,9.7,2.59,99.13,13277816,27.05,690915,38.08,57.71,69,54108,941993,39.86,44.83,43.28,49.05,98.38,0,477094,7883
784,POINT (107.783721 13.346402),536429,7.61,71.26,50.33,13079826,62.72,926595,13.47,61.51,33,513350,141959,6.92,57.43,76.68,18.3,84.15,3,560105,1964
785,POINT (107.578619 13.083265),409905,99.03,32.46,17.88,8623211,66.89,556003,52.31,53.72,34,198939,375658,42.03,23.6,33.51,11.9,43.42,4,279877,13990
786,POINT (106.213353 21.320986),284975,96.16,51.02,73.16,3723811,93.5,923828,76.69,64.14,40,383639,14334,33.22,46.16,54.88,68.14,27.46,5,225785,21550
787,POINT (103.311177 22.609644),762868,44.41,77.46,11.74,7169157,24.13,375568,99.31,34.0,61,811770,904586,77.28,70.65,72.48,73.86,75.33,3,165351,16873
788,POINT (105.201975 20.471890),604208,83.77,57.34,96.5,13504730,27.11,686678,40.68,61.85,80,917031,86352,97.86,80.85,70.96,14.79,92.37,3,104852,24452
789,POINT (107.265239 11.076682),240042,11.48,68.75,84.37,1365942,78.92,347356,68.45,40.74,61,258592,779775,9.24,20.47,57.13,6.81,24.04,0,866954,6994
790,POINT (107.937088 12.132325),798155,30.33,65.84,3.02,14325178,33.49,627991,38.93,26.36,60,723926,879330,75.86,5.63,50.25,11.49,71.37,0,828859,4629
791,POINT (109.080733 13.025150),645759,93.58,63.85,12.9,12202895,17.79,773122,78.04,83.52,56,492376,309446,30.49,36.34,2.95,29.75,62.07,1,503325,4115
792,POINT (105.020363 21.159963),727743,60.8,0.42,77.42,12861269,43.85,603362,2.75,51.32,37,492288,940402,60.77,86.59,11.36,4.8,31.25,4,767556,9414
793,POINT (107.064379 11.814522),695665,75.79,93.4,57.48,1664684,48.63,332481,44.92,92.52,57,27077,769197,48.67,3.02,27.79,28.9,30.85,0,456324,18275
794,POINT (105.212410 18.925360),86007,48.51,42.83,4.99,7737383,97.73,545822,65.33,58.87,54,237414,893347,47.63,2.0,42.49,50.2,4.11,2,468307,20763
795,POINT (103.506892 21.385557),195284,94.14,14.64,92.24,13612248,13.27,721823,3.97,84.72,46,244541,658683,92.42,69.23,79.65,19.11,48.66,5,262931,7777
796,POINT (108.082085 14.034127),936089,42.15,87.95,49.35,14416202,17.18,128730,77.86,40.6,59,690853,536522,64.76,69.59,2.25,43.22,45.65,2,119799,19073
797,POINT (106.355552 22.466304),921755,99.95,16.85,99.59,10322840,32.02,616395,3.03,82.15,40,373842,452718,87.88,76.77,34.68,64.54,77.2,5,991807,7576
798,POINT (105.446222 22.059035),419408,44.97,59.52,55.02,7436968,9.95,991187,46.29,47.68,46,464952,831621,79.25,45.76,2.02,71.54,25.44,3,123421,24348
799,POINT (107.986316 13.864071),202082,4.93,14.56,66.12,1645185,16.11,475483,65.72,60.83,60,543844,399928,85.81,97.8,63.09,67.36,28.88,2,902915,9904
800,POINT (106.460925 21.773508),618074,10.52,17.9,15.26,1948237,11.35,613437,47.45,9.71,41,649443,476169,1.28,16.51,67.27,46.73,49.33,5,160358,11333
801,POINT (105.240877 20.485097),226839,96.82,71.76,44.16,13660741,32.67,758310,69.99,22.34,68,381358,51958,4.54,85.92,4.79,42.84,75.68,2,141923,12724
802,POINT (105.240276 22.698848),520140,58.62,67.96,1.56,6092381,22.1,619328,14.62,27.02,66,954778,625915,17.2,99.63,58.38,70.52,30.05,2,717934,9106
803,POINT (105.579912 9.813429),606204,42.33,3.07,81.73,10698851,66.79,942064,71.12,66.31,71,501738,555310,32.01,5.81,93.4,82.53,24.12,1,237390,12423
804,POINT (104.415032 21.918022),349917,87.23,10.74,89.12,1968899,25.54,982308,32.76,68.93,60,973585,504017,62.62,19.43,86.65,0.51,10.69,3,271993,4830
805,POINT (106.483911 21.675588),772833,20.63,61.64,24.36,13193055,98.3,555577,59.36,10.92,47,990578,534613,99.25,66.6,65.38,46.08,57.94,1,128462,11216
806,POINT (105.864129 10.481067),876629,21.58,81.57,13.37,4227756,54.76,3299,14.15,58.76,50,651552,891040,71.92,12.73,49.14,59.79,35.55,1,439388,2518
807,POINT (105.292169 20.145622),352493,94.33,4.52,53.12,13775952,48.81,488618,52.4,32.03,30,551973,300297,88.74,60.19,33.9,34.81,13.25,0,440240,5718
808,POINT (106.434858 11.121771),755178,87.7,76.9,31.51,10844970,50.66,585146,62.04,10.31,36,866159,638821,26.34,47.26,97.02,9.88,4.68,1,360467,9807
809,POINT (108.980329 14.298082),877911,93.03,4.75,17.59,12411740,55.24,488191,60.74,70.12,29,127716,55715,80.68,2.11,33.34,84.79,47.31,4,499880,7508
810,POINT (105.353615 20.007837),476079,9.32,89.95,43.8,11624765,91.64,169548,49.59,89.3,24,199674,317325,29.89,98.6,82.9,18.88,54.97,1,316023,3566
811,POINT (103.390581 21.313914),595906,7.57,35.92,23.72,10220077,28.7,947787,18.87,33.95,20,730037,85261,34.13,11.6,46.21,9.72,69.33,0,142531,18649
812,POINT (108.702260 12.548401),155067,42.13,6.6,66.34,1080572,45.93,741053,44.21,28.54,50,362062,295889,3.16,45.64,34.08,18.22,6.75,3,289935,6641
813,POINT (104.758320 19.033443),442710,15.31,33.81,34.28,7319302,58.06,982672,98.58,90.8,37,527975,946789,3.22,1.03,19.91,93.86,29.66,3,481187,15537
814,POINT (105.758987 21.682201),332320,90.91,23.57,94.85,2350314,96.03,311750,26.63,73.11,25,516354,814083,63.29,58.92,65.21,87.29,40.67,4,911227,8972
815,POINT (106.149125 10.892366),855447,95.67,10.48,33.11,11998420,48.47,536291,86.88,84.5,26,85767,535792,26.71,28.86,22.27,81.39,2.69,0,564787,21827
816,POINT (108.385001 12.758711),758595,75.26,0.19,67.37,9537236,96.13,180714,65.28,36.28,46,357239,820288,61.62,8.9,15.91,72.33,21.16,5,250742,6434
817,POINT (106.680430 10.064891),621163,19.93,70.8,61.65,1236598,44.82,782057,39.79,55.09,21,959833,632737,22.69,10.11,20.48,94.2,98.27,3,853611,7736
818,POINT (107.308415 16.353344),352031,78.7,19.07,3.56,4487770,84.16,947883,15.38,67.92,47,184653,139135,16.01,43.77,86.06,78.79,91.03,0,700935,16007
819,POINT (103.839442 22.557935),248080,82.79,22.38,86.25,1424283,69.19,527877,80.98,10.18,37,757019,128354,1.29,3.17,40.04,60.92,86.95,0,201024,11181
820,POINT (105.978079 17.941314),153605,22.33,43.21,51.47,14441678,50.73,455676,59.73,39.95,55,869591,466496,47.62,53.15,19.28,62.94,14.46,3,231309,10897
821,POINT (103.407859 20.990861),967428,82.79,75.13,61.36,1796699,35.33,825565,85.25,15.21,44,267634,135738,90.83,8.82,7.88,8.63,62.21,4,687920,24512
