id,geom,People Density,Unemployment Rate,Population,Water Access,Households,Average Age,Vehicle Ownership,Health Facilities,Literacy Rate,Mortality,Electricity Access,Birth Rate,Death Rate,Internet Access,Migration,Employment Rate,Income per Capita,Family Identity Card,Registered Residents,School Enrollment
934,POINT (138.827076 36.363716),23327,94.76,998638,37.62,344367,31,3,581862,59.14,1.59,24.14,80.59,65.08,20.06,26.77,66.92,8427372,633096,788691,47.08
935,POINT (130.009739 33.433446),24419,63.04,731328,49.08,156631,45,3,434765,43.76,85.29,23.59,60.79,59.74,85.25,10.34,36.11,11245010,546601,198076,76.14
936,POINT (141.855207 43.160904),5112,57.28,78654,23.38,665832,26,0,833348,98.77,77.47,40.63,40.87,6.81,90.3,83.83,12.4,11238601,832476,92465,33.8
937,POINT (130.077349 32.436887),4566,27.84,509722,69.49,483736,23,0,847761,55.84,66.88,70.58,19.46,22.5,73.03,24.13,93.14,9916430,440495,357768,96.34
938,POINT (140.610688 37.062980),4470,49.91,526837,99.11,34739,61,5,895302,65.47,73.24,27.48,10.56,78.15,25.44,64.14,4.0,3222856,917149,122039,36.04
939,POINT (143.487789 43.337148),6628,10.14,448720,98.31,841474,36,0,469740,60.34,83.48,47.33,4.79,51.35,53.57,84.43,36.65,4955527,637778,771215,41.29
940,POINT (141.978528 45.005077),15985,31.19,685158,44.85,115249,50,2,336829,11.15,17.05,93.55,46.96,1.08,26.37,64.52,14.59,4524994,619715,737712,25.83
941,POINT (138.093999 35.773293),24533,18.93,177619,92.82,753400,79,0,734982,45.0,42.66,83.16,39.53,69.48,89.27,24.85,37.9,8444407,364898,918346,7.71
942,POINT (134.439982 35.377935),9953,60.65,589205,81.03,727002,79,4,981555,40.96,91.42,16.59,97.41,40.69,14.65,55.77,65.11,12629281,545635,705947,69.38
943,POINT (130.703314 33.220712),8208,30.31,250474,55.75,779649,73,5,29929,39.8,84.46,50.19,88.57,54.45,93.34,62.09,37.88,4691332,909552,241713,95.28
944,POINT (141.817161 43.377542),20636,60.87,478999,75.09,697618,76,2,63599,54.56,67.56,44.91,29.35,10.8,11.7,26.09,43.45,7137309,191362,420734,7.13
945,POINT (142.236337 44.556162),17108,48.4,10606,23.08,162723,56,2,602650,58.62,56.11,5.29,60.99,50.35,60.15,72.85,19.74,4322654,394273,619622,76.45
946,POINT (139.392687 37.655852),5909,10.66,678808,58.05,374061,58,5,68752,97.83,52.31,92.19,40.02,3.69,33.08,23.27,76.91,1553780,370237,424148,32.57
947,POINT (138.415592 38.054254),13573,51.01,505296,32.99,433674,25,4,635413,82.96,29.45,5.84,90.27,30.54,78.35,19.89,30.37,9163822,153104,909599,76.81
948,POINT (137.296880 36.335616),3371,58.02,973465,4.24,467959,73,5,656765,10.8,61.57,42.75,34.63,44.15,48.66,19.75,76.27,10140935,247322,431579,39.89
949,POINT (137.874952 35.896519),8358,78.63,976801,95.99,652930,75,3,344518,40.92,72.04,50.26,31.9,93.26,23.78,86.17,40.59,11667007,358214,917979,38.37
950,POINT (142.419040 43.852667),24502,88.68,822643,4.99,865473,43,2,853605,84.08,4.27,9.57,13.06,26.7,91.19,65.12,45.69,3137753,351858,331234,39.26
951,POINT (140.133270 40.704969),13322,87.63,201662,84.41,484048,70,0,91531,18.33,89.52,85.24,73.14,13.92,4.83,25.69,16.89,8288639,943263,729328,14.32
952,POINT (140.761031 38.208001),16376,25.01,956256,60.95,533963,29,1,700698,28.69,94.92,71.17,80.6,62.77,42.91,12.96,93.19,8295550,528461,904707,22.08
953,POINT (136.432376 35.417260),15980,68.98,983831,28.66,191152,78,5,648426,35.02,1.85,96.92,35.84,3.37,1.83,17.91,5.44,8184298,539746,319497,22.04
954,POINT (140.863656 38.112669),12030,58.93,95956,18.1,505165,59,3,981293,64.43,14.6,99.94,72.57,83.75,55.21,98.73,55.65,12711543,364242,237700,12.42
955,POINT (136.821140 37.371725),8652,29.53,409952,87.48,675149,62,1,803394,59.97,8.62,27.28,73.27,1.04,54.25,18.91,61.64,1629324,49010,222972,65.08
956,POINT (137.982420 35.002455),11152,27.19,595036,86.72,5523,66,3,665258,96.19,6.44,38.94,17.22,38.6,98.05,36.81,55.18,7695680,70526,320462,13.45
957,POINT (140.261304 38.546996),2929,74.5,407187,19.13,88732,57,4,981169,84.85,87.11,4.44,55.21,38.45,12.7,4.86,53.33,3215234,596277,895798,82.8
958,POINT (140.538118 40.396184),15715,53.26,351524,86.77,328819,74,1,295928,92.71,2.6,24.15,24.67,27.88,19.0,73.74,90.16,11701678,838061,170699,94.75
959,POINT (133.262604 34.949583),3757,36.96,632304,75.29,547723,57,4,458549,9.64,48.79,57.79,78.96,86.59,55.93,95.65,29.0,4352568,589964,66167,23.76
960,POINT (140.018451 38.915628),10592,63.47,91696,92.58,54056,66,2,195037,43.46,58.55,36.93,98.07,22.48,0.19,92.43,41.52,8082757,541904,911159,65.47
961,POINT (144.117640 43.239314),8432,52.64,494059,68.2,444112,68,5,400056,86.03,68.05,65.19,47.8,3.28,96.58,43.15,99.36,9325431,949156,863967,63.85
962,POINT (143.354534 43.527109),3941,1.58,284492,78.7,986304,67,0,831946,7.68,87.2,33.99,81.75,88.68,32.77,40.44,5.49,8071555,820866,578107,82.0
963,POINT (145.212180 44.081237),4003,58.82,583644,99.34,772950,46,3,311894,5.64,72.1,38.86,73.29,98.4,95.71,41.96,56.16,2650035,195974,98161,41.66
964,POINT (139.823761 36.444829),16272,65.88,757722,26.4,744766,61,4,427973,46.11,88.01,34.63,98.36,51.78,18.65,16.23,3.35,6178284,488089,319991,65.26
965,POINT (131.514999 32.917971),6799,65.08,45034,76.22,233950,25,2,345330,92.75,23.13,7.03,60.32,33.27,76.13,77.86,3.43,7263369,238722,765361,71.59
966,POINT (140.098169 38.536196),17672,38.74,963222,45.12,962791,55,2,232230,6.38,95.09,37.18,81.56,59.35,48.98,48.57,59.98,12382726,683167,618981,57.05
967,POINT (140.605743 41.781399),17897,45.21,964090,51.28,410653,43,5,689887,94.32,6.47,73.98,73.72,52.96,16.56,12.98,30.44,5341549,165062,442500,89.14
968,POINT (140.012085 37.326769),8713,14.21,97879,46.65,372508,72,2,784661,13.95,37.01,71.8,61.17,66.19,9.6,39.31,95.0,12469675,52894,447079,64.66
969,POINT (138.496874 35.325906),6533,65.77,589138,18.24,276658,64,1,535572,99.98,15.64,7.47,13.68,25.99,7.58,53.67,21.57,14729608,362432,243327,28.22
970,POINT (140.838553 40.000002),5924,37.37,149045,69.11,337932,25,3,525764,53.7,8.38,64.55,71.92,68.44,43.15,17.65,79.06,9111519,117090,700029,57.52
971,POINT (139.257168 37.924237),10124,84.07,73261,52.34,598051,48,5,349136,24.06,99.03,43.8,3.47,20.47,84.34,28.46,93.41,2474585,24544,899001,12.83
972,POINT (139.850857 37.440053),23301,92.63,823015,24.68,437478,38,0,315679,73.94,39.84,12.08,36.8,64.41,69.94,32.23,44.05,12255477,991766,126324,5.58
973,POINT (139.878174 39.009712),18795,41.81,267978,21.83,473299,58,0,581442,2.93,72.23,20.77,85.62,25.52,43.59,17.8,82.06,7018221,670474,70470,11.49
974,POINT (139.635623 38.154088),3437,77.73,811713,18.73,628758,60,4,107989,16.14,57.6,1.99,52.38,13.66,35.62,22.27,62.79,4519844,167885,818920,18.03
975,POINT (137.124605 37.453268),2270,76.41,945475,25.31,2852,60,2,982085,58.59,5.05,85.42,47.84,31.24,37.68,83.45,27.69,12721238,89568,338872,66.94
976,POINT (140.085362 38.970647),12154,75.99,174760,38.45,781413,77,1,269402,23.14,91.62,21.78,60.24,81.67,51.89,43.97,7.76,14577669,42832,177170,28.74
977,POINT (140.251963 38.219240),5174,51.5,573249,72.32,405784,59,4,988421,75.58,44.78,36.46,38.97,43.38,93.12,74.74,42.51,10772586,134880,677510,43.11
978,POINT (133.624657 35.327644),16922,32.41,88120,80.07,984598,61,1,953265,11.85,26.05,79.31,85.9,1.45,42.67,36.54,23.74,2482743,736531,534655,43.59
979,POINT (136.378271 34.469454),19932,41.43,848363,54.43,326554,44,3,851594,70.51,91.7,88.25,7.19,91.69,63.01,90.04,17.9,13291951,277399,353640,57.77
980,POINT (130.523357 31.305204),20380,42.11,959198,0.87,473637,30,2,286449,69.36,17.82,40.7,66.16,68.51,19.65,47.87,11.61,10498298,323309,66605,35.19
981,POINT (129.774879 32.596429),8237,84.89,952174,60.26,466189,58,3,37358,69.19,93.47,94.04,79.82,26.16,26.29,7.97,24.45,14103942,569297,506952,57.62
982,POINT (140.506538 37.475012),12383,17.07,603981,21.66,671366,32,1,394588,83.87,64.32,20.33,27.56,81.27,69.32,39.21,60.1,14880266,857044,787918,30.11
983,POINT (137.930965 36.515581),16294,26.08,398461,88.35,566931,36,0,463567,1.65,35.79,48.87,25.82,3.13,60.61,47.69,19.66,13253502,494052,759977,4.97
984,POINT (144.954065 43.074731),15551,31.35,225676,56.61,773090,66,4,312155,71.62,22.06,56.8,11.17,43.24,78.31,7.44,90.47,6266426,564417,609821,52.67
985,POINT (143.730335 42.925406),24373,49.58,326458,78.75,838640,27,2,106082,26.71,48.28,11.85,98.93,72.0,57.22,22.63,77.61,8958420,177615,935816,48.64
986,POINT (135.691068 35.144024),10921,10.44,692898,92.15,566382,64,1,39848,58.27,22.36,30.87,68.59,31.96,53.25,73.27,57.93,6598983,415987,725302,32.16
987,POINT (140.074468 39.619027),14715,36.22,367100,72.83,710696,66,3,34541,1.53,90.77,10.1,95.64,79.54,89.06,46.13,84.33,2646940,545451,827590,20.81
988,POINT (136.528294 36.244728),24123,99.54,768099,32.11,576232,29,2,676997,11.63,52.67,66.61,2.23,26.61,96.96,33.53,55.73,12210557,648139,915594,75.08
989,POINT (141.887928 44.637571),1741,48.11,192320,4.56,302971,67,2,636677,91.49,83.2,4.5,86.47,45.66,84.23,55.4,23.22,10653962,802163,870731,11.05
990,POINT (142.071218 44.984186),20511,65.99,65482,37.51,126613,69,5,727212,2.56,65.27,20.0,32.34,39.82,50.2,24.98,9.94,6235186,570328,798631,20.75
991,POINT (138.183571 35.650616),2989,94.45,371862,92.6,392021,71,0,105287,41.06,25.29,99.57,29.21,61.63,25.77,1.61,28.86,12929464,598431,187702,15.88
992,POINT (130.475155 31.445294),21139,64.28,196083,60.98,610087,34,1,119742,11.53,1.58,75.6,27.56,54.0,51.17,94.99,33.81,12627886,667137,7396,36.34
993,POINT (128.927313 32.829024),11389,26.12,698269,12.06,970342,75,0,393476,12.97,65.75,60.37,63.82,67.46,42.25,51.35,62.62,1283185,159017,358701,69.52
994,POINT (140.168856 40.761334),20328,83.41,402150,43.43,737428,79,3,84898,69.93,54.27,48.77,45.08,42.66,69.79,28.67,87.55,9492049,714710,30542,16.53
995,POINT (135.252536 33.891541),20871,53.96,32566,22.14,827913,64,2,765805,5.92,92.02,90.09,82.01,82.51,43.11,48.33,91.42,11346351,595695,346525,74.55
996,POINT (130.894882 34.312342),21517,37.11,989076,45.77,86413,29,5,300139,53.48,7.62,47.74,95.05,9.37,97.08,82.88,7.01,11893324,867865,57273,76.85
997,POINT (142.635623 43.575934),22820,69.71,683276,59.01,49759,64,5,772861,1.14,70.9,41.52,27.74,1.08,65.61,71.87,73.07,8040410,780847,104661,42.86
998,POINT (133.923238 33.570072),2378,35.88,514252,30.89,342822,43,2,990012,66.51,97.28,0.56,2.24,53.29,18.16,30.2,93.32,13244051,915641,492758,13.01
999,POINT (140.076895 35.515841),24669,95.9,218091,86.47,374931,58,1,497120,87.38,72.6,94.95,84.83,95.11,87.78,8.53,73.2,14702687,61520,573748,29.63
1000,POINT (132.823761 33.336052),14884,15.53,870508,80.67,345379,30,4,855850,94.04,48.53,25.92,18.85,8.83,88.15,77.57,42.63,2702582,613642,941718,81.39
1001,POINT (130.471076 31.294302),23760,69.13,241755,94.71,189749,67,5,801966,89.34,49.3,5.37,52.39,11.18,53.33,15.33,59.71,2376400,200859,117390,70.5
1002,POINT (143.564254 43.808002),16282,5.66,487397,55.88,232565,64,3,920237,74.66,24.42,34.59,51.66,84.48,8.41,22.39,43.52,2142667,479812,106085,28.0
1003,POINT (140.997599 40.397105),18717,47.92,974836,93.46,469156,43,3,240149,52.02,74.89,34.54,67.17,30.73,92.39,89.9,45.49,9677004,130087,123521,65.41
1004,POINT (137.038987 36.379937),8756,68.86,234692,88.94,998054,71,2,298427,40.28,25.65,33.86,39.39,86.45,98.19,77.58,98.3,12368963,472073,663806,63.93
1005,POINT (140.648843 39.229781),10284,20.67,340691,83.32,836105,26,5,287568,65.45,37.36,45.0,20.74,16.98,62.92,62.98,28.09,1445228,982144,136785,38.19
1006,POINT (130.666566 32.186502),3583,15.13,346186,89.21,807196,43,0,40657,3.4,49.56,33.76,17.04,67.12,46.35,21.09,87.86,11458951,236258,77957,27.53
1007,POINT (140.819758 37.806251),14117,67.7,385873,57.16,868367,63,1,825484,50.62,92.36,60.15,54.51,5.51,57.59,15.84,76.59,6063852,747159,672295,41.44
1008,POINT (131.744677 32.782416),17303,73.88,852990,51.34,638723,37,1,7896,62.06,37.37,96.62,38.82,45.33,54.74,34.71,16.24,8138969,731288,848070,95.82
1009,POINT (139.932598 38.341324),5147,64.79,412777,17.35,530937,34,4,691617,18.74,34.73,80.43,56.16,21.62,75.92,72.16,54.76,12978705,216126,262833,14.84
1010,POINT (140.521594 36.403479),5675,11.67,821211,43.84,675936,70,0,677847,51.2,90.43,62.6,65.28,40.66,9.29,58.73,7.09,3719232,281668,693706,83.78
1011,POINT (140.247858 39.704631),1025,6.03,190120,66.24,663587,56,2,505282,19.51,60.39,48.0,8.37,10.45,45.51,16.54,48.47,6147741,418442,576351,78.16
1012,POINT (135.703576 34.735079),10161,44.47,586797,4.85,271327,34,3,406358,73.2,64.62,31.91,9.67,81.02,16.63,45.54,80.8,13027536,29450,709612,2.83
1013,POINT (136.314225 35.647137),20091,7.64,223062,79.83,175064,31,0,930810,24.81,12.06,56.31,11.2,68.01,7.52,64.76,20.28,12847454,12833,166428,71.68
1014,POINT (134.460773 34.102820),5406,42.15,161093,30.46,744672,37,0,552171,55.95,87.6,27.38,69.0,79.66,65.98,11.16,67.88,13291469,559380,713687,71.8
1015,POINT (143.869048 43.285138),3548,23.68,129922,67.36,853819,64,0,821574,63.86,76.45,36.84,76.78,27.08,27.92,77.34,68.42,12344194,364336,464800,86.48
1016,POINT (141.457964 39.967597),12287,30.96,852377,73.42,459593,68,5,684203,88.78,42.1,6.48,91.92,49.19,52.47,67.3,55.54,4690961,194402,534918,60.45
1017,POINT (136.814676 35.337006),16840,87.82,148471,27.49,171736,79,4,664036,67.81,48.16,94.02,20.14,65.38,1.88,80.88,24.07,3166501,848829,168122,82.75
1018,POINT (140.247188 35.787971),11619,52.26,500256,98.37,985300,74,3,940606,59.43,95.57,78.71,96.93,98.75,36.14,58.36,58.69,13753242,414634,376603,38.63
1019,POINT (128.569275 27.376308),1699,74.18,409016,27.66,381013,61,3,179265,40.47,70.97,19.44,95.77,19.05,53.69,79.06,74.22,2333160,895671,75059,75.08
1020,POINT (130.729878 33.208525),4086,74.46,690900,46.78,721554,38,0,341804,44.45,94.08,10.62,11.09,64.98,51.49,23.4,79.64,8026691,839518,529123,20.77
1021,POINT (142.323618 44.724821),24934,9.16,270931,24.21,486571,24,3,723602,60.6,55.54,14.21,36.79,92.04,13.68,96.34,76.51,13255939,720036,542496,97.96
1022,POINT (141.753140 45.210459),8145,64.93,472936,28.87,917520,32,3,49331,7.34,38.31,80.47,50.27,91.05,24.44,16.83,42.25,12799063,862888,11486,76.4
1023,POINT (139.479696 37.288707),8396,73.82,821861,81.8,140468,70,4,555048,87.85,30.94,75.37,41.56,50.57,42.39,70.52,38.07,12821671,475876,534502,25.47
1024,POINT (141.099763 39.793323),12785,6.62,379712,4.67,370659,66,1,439431,88.22,56.58,60.33,72.47,33.69,91.07,38.76,78.75,12104833,937214,650234,14.13
1025,POINT (134.877857 35.456146),9580,66.16,38837,74.94,562618,47,2,441222,17.19,86.57,20.21,7.86,12.82,65.13,93.34,47.72,6906310,76412,299797,49.57
1026,POINT (140.921767 40.850092),7889,51.36,228780,77.65,743365,32,1,689306,18.3,25.18,93.44,68.78,25.73,72.33,43.18,51.55,8814376,657983,204066,14.17
1027,POINT (132.832787 35.235096),16422,41.36,786587,31.92,76595,51,4,531300,38.52,40.82,85.34,2.45,85.93,45.91,75.56,17.2,7284601,195211,293495,55.39
1028,POINT (144.888525 43.561374),10162,11.93,500140,34.52,496671,74,5,963032,8.69,33.64,20.53,36.4,73.35,80.81,87.12,3.38,13902315,94640,695102,90.52
1029,POINT (140.659237 38.609707),3607,89.7,380074,45.92,684472,60,4,332656,72.16,84.82,79.18,1.93,31.89,22.79,4.34,20.99,8444663,840438,230315,15.9
1030,POINT (140.855641 38.859752),17181,94.64,401304,43.67,510540,32,0,235222,44.13,12.85,35.95,16.44,98.13,14.55,6.53,27.73,7081825,80287,632332,20.4
1031,POINT (139.497885 37.547582),10985,89.3,637637,52.78,380492,35,1,541211,80.71,97.79,17.51,36.85,85.24,46.51,24.03,28.05,2608469,515313,75532,59.08
1032,POINT (129.751674 31.727641),2344,75.72,20553,13.72,678325,59,4,350260,52.1,1.71,86.54,76.05,63.66,68.59,97.48,35.21,14647768,921476,988031,77.65
1033,POINT (136.082285 35.085108),18389,27.58,61750,34.16,806595,72,2,914791,41.51,44.46,23.88,67.66,69.82,84.62,10.98,99.02,7288260,352348,819576,54.99
1034,POINT (144.217144 44.006127),19974,64.41,332306,15.44,366297,20,3,33835,27.72,70.69,35.83,85.4,67.55,83.39,15.86,17.05,3725686,428226,267427,56.11
1035,POINT (139.653389 36.803005),11246,42.81,588774,12.51,371591,43,2,547078,15.9,84.94,9.4,56.14,13.02,33.09,22.38,43.34,6555880,9660,981371,78.45
1036,POINT (136.882801 35.226434),6946,36.22,573327,10.95,824807,32,0,545808,15.47,99.7,71.15,89.79,16.61,49.51,58.86,85.73,1973983,150271,545349,51.58
1037,POINT (130.769925 31.081160),14954,27.21,407316,41.68,232949,21,0,157946,79.2,52.3,68.17,32.11,89.08,8.55,1.95,51.2,8047962,538281,252006,19.08
1038,POINT (131.337353 32.290885),16814,46.39,870619,5.23,657464,52,4,482220,76.44,38.66,16.22,78.27,86.1,10.17,90.39,81.73,14341117,25964,82543,44.63
1039,POINT (130.852479 33.652808),18925,89.88,310421,27.36,952587,77,0,991143,73.24,22.81,55.82,95.45,71.08,1.63,49.81,21.54,9748635,857988,658075,56.84
1040,POINT (134.442752 35.368359),8561,55.23,604396,6.98,727456,49,2,539792,92.99,98.25,11.41,63.95,74.45,50.8,83.88,7.23,4038032,644975,434337,85.44
1041,POINT (130.468442 32.332697),3893,78.58,491382,32.64,753427,57,5,432746,67.17,71.03,46.48,90.16,88.94,64.26,50.35,93.0,14151842,639963,11896,63.45
1042,POINT (142.787687 42.908366),18239,27.32,643936,16.79,556031,51,1,893485,72.49,74.27,40.23,98.74,98.98,9.86,88.28,29.48,12114629,953742,661151,18.2
1043,POINT (142.374134 42.701923),5053,7.01,445681,3.53,260200,38,5,32103,16.2,34.44,75.25,31.14,35.3,86.23,9.68,69.84,8652894,815094,660832,76.1
1044,POINT (140.113397 40.256688),7549,77.49,162861,69.26,135043,24,3,494510,23.71,66.94,48.14,12.63,25.0,93.95,64.56,39.43,14183149,879156,17741,45.04
1045,POINT (140.027380 42.260662),17510,26.25,807073,59.13,198907,65,3,658917,51.14,38.7,53.24,18.32,19.55,71.16,19.72,40.19,12264227,607247,243916,22.11
1046,POINT (138.016243 36.101072),12213,34.81,527327,32.64,602051,39,4,25475,70.67,15.98,69.22,2.85,32.76,13.56,86.53,37.38,11259062,998405,429128,76.18
1047,POINT (137.871222 35.795432),15551,21.43,55235,96.61,418809,33,1,80040,96.89,17.18,34.34,32.58,61.95,98.0,94.45,57.99,6504882,639065,566044,40.59
1048,POINT (129.935811 32.927629),4130,65.78,304194,71.16,152088,65,4,607833,32.38,8.39,18.2,41.9,67.84,89.69,49.8,6.28,10846394,908947,928564,76.33
1049,POINT (140.858392 37.806179),17488,72.28,440017,56.01,609869,55,2,978095,58.76,6.82,5.87,63.57,98.29,40.71,67.43,55.04,12314003,924534,910239,54.62
1050,POINT (131.059921 31.242016),10854,42.48,919699,97.87,892647,72,5,238812,13.3,60.37,99.48,87.27,15.46,57.96,49.96,93.71,12967653,135268,362690,2.09
1051,POINT (142.483439 43.369028),8269,6.97,64981,56.62,787231,59,1,442522,90.72,22.63,29.7,35.03,48.18,73.68,86.92,89.06,6456746,158083,355515,30.76
1052,POINT (136.729138 35.814807),6493,92.38,267130,26.56,88732,45,3,70636,13.41,41.76,3.54,5.55,74.5,2.29,55.6,61.69,5904725,51366,564849,42.84
1053,POINT (131.115156 33.077162),8623,76.59,556719,77.03,298225,26,2,94352,93.54,78.27,5.92,10.54,5.31,66.47,25.37,30.48,5115862,426816,104079,28.69
1054,POINT (140.287553 42.181795),19661,99.29,150724,60.37,310759,71,5,839238,54.22,66.51,75.47,24.81,34.76,25.32,71.15,11.99,1904973,446788,359276,24.66
1055,POINT (143.352808 43.976945),19803,17.78,350323,88.29,118535,56,1,909474,96.57,71.75,64.13,46.49,7.54,50.08,65.7,13.61,8646730,160208,702912,34.06
1056,POINT (130.324162 32.683992),15846,77.27,756334,74.91,302786,28,2,742226,43.14,67.81,47.8,71.01,24.77,74.45,71.46,56.54,9079669,487323,315885,89.39
1057,POINT (130.100935 33.010722),3027,38.11,690615,20.67,157012,29,4,618326,54.68,88.29,95.21,41.7,96.62,60.44,45.29,90.26,12968868,398926,995329,68.9
1058,POINT (135.919041 34.666826),20035,55.37,741139,22.22,612829,46,2,429157,66.23,7.83,2.4,81.74,87.14,2.06,97.02,32.68,9357917,419867,778633,59.03
1059,POINT (144.139750 43.290904),19100,91.84,113431,11.39,237908,48,1,783189,57.96,4.51,46.51,90.93,80.25,28.18,21.69,37.42,10454153,527429,289695,96.18
1060,POINT (143.737864 43.109997),5595,88.79,880036,13.43,199988,43,2,761473,71.3,97.96,49.47,16.66,85.4,46.7,80.59,64.13,9757482,511931,985135,7.02
1061,POINT (143.100276 43.457003),21952,52.97,60935,75.51,130527,54,1,724259,30.0,54.69,75.87,11.15,90.74,42.27,52.0,42.23,2464984,110865,176239,95.1
1062,POINT (137.788385 34.956549),6428,64.6,789882,97.51,421138,60,1,488693,3.52,68.13,27.37,75.76,97.23,1.47,70.64,44.76,11303951,312312,702041,66.81
1063,POINT (143.445007 43.287010),21433,42.25,517780,94.12,286328,36,0,773775,41.09,16.89,18.37,7.24,12.76,1.52,50.93,96.64,14059441,837592,98823,96.14
1064,POINT (135.984240 35.988441),16800,71.89,630518,41.87,115225,30,1,863359,79.18,86.35,10.09,74.11,59.44,94.65,14.04,49.42,10589630,524313,570987,77.33
1065,POINT (131.611619 33.604387),13036,97.85,264395,86.02,431106,55,1,830426,31.73,20.25,13.48,61.12,98.74,72.11,60.23,84.05,9152465,348486,873966,2.7
1066,POINT (138.665305 37.254271),5313,37.01,473542,51.46,705618,41,5,869581,78.57,70.24,84.71,51.58,4.32,59.87,90.35,2.1,12401561,132368,256634,38.27
1067,POINT (141.756249 39.714947),11652,6.87,827349,23.83,595345,69,5,82845,76.58,68.86,53.5,49.52,58.94,35.31,21.43,18.84,4645991,988508,805810,97.89
1068,POINT (141.811127 39.040457),19311,83.79,230111,10.94,163088,24,0,729379,0.33,17.28,25.99,82.58,74.77,58.5,49.28,36.28,6641154,106205,57163,59.58
1069,POINT (140.378011 38.589055),16607,59.55,852576,62.53,880405,60,0,98712,83.2,7.66,71.84,16.65,60.26,24.59,13.69,29.63,6783080,390473,274731,31.11
1070,POINT (142.356763 44.103785),12162,33.16,411074,48.62,958818,75,0,188855,85.34,26.07,36.6,24.56,65.37,97.18,96.57,62.97,2862063,79566,706051,68.17
1071,POINT (137.460872 36.305330),14721,43.94,492489,75.83,497969,25,1,582324,55.36,55.86,22.0,58.9,60.73,45.43,83.67,91.95,10116812,601651,838435,41.78
