id,geom,Income per Capita,Internet Access,Migration,Health Facilities,Literacy Rate,Death Rate,Registered Residents,Unemployment Rate,Vehicle Ownership,People Density,Households,Family Identity Card,Average Age,Water Access,Employment Rate,Population,Electricity Access,Mortality,Birth Rate,School Enrollment
553,POINT (114.278000 1.232467),8201254,56.35,10.27,735037,65.22,20.4,171679,61.41,4,14503,662341,597781,29,58.42,25.0,841614,92.76,7.74,0.56,14.95
554,POINT (139.254892 -7.372124),9605456,44.8,35.57,676810,99.27,22.82,949586,94.18,1,11386,512423,127972,39,55.85,37.01,773481,26.67,61.41,23.07,39.43
555,POINT (101.236528 -1.467922),4240895,54.03,50.19,788309,50.54,65.65,560015,18.26,5,23322,620434,476624,51,40.21,92.57,78467,81.46,21.97,72.89,58.47
556,POINT (125.080245 1.532362),4404327,77.25,29.39,267215,71.8,48.81,476152,5.4,1,20393,200120,450663,37,93.33,1.1,248726,18.71,12.66,84.14,25.71
557,POINT (131.966801 -1.232083),9084763,86.41,94.62,695888,89.06,40.94,348805,93.04,5,15861,805939,592853,32,18.83,49.92,517179,8.53,49.19,58.99,93.2
558,POINT (132.104474 -1.532338),8207183,64.34,99.57,929973,90.69,35.87,157630,62.63,3,18235,469619,819586,33,96.74,31.23,200904,86.52,32.38,90.94,1.85
559,POINT (128.513273 -3.361085),12904629,48.29,8.19,376990,20.58,81.29,33235,79.56,1,16311,437725,824814,29,96.39,21.98,246051,13.58,7.78,88.4,34.99
560,POINT (120.180775 -2.445123),9196956,1.91,27.51,409905,8.37,48.99,374112,91.28,2,16424,634227,922699,48,68.01,6.7,892577,50.71,18.72,93.18,69.01
561,POINT (116.206980 -1.138373),3341619,58.25,18.13,486571,29.07,93.74,18007,21.02,4,22367,268251,653446,55,78.34,58.09,717033,8.88,88.41,16.74,35.51
562,POINT (116.565190 -8.398711),4759123,69.79,89.72,913032,82.35,28.62,327501,21.87,5,24390,263141,625982,49,73.54,27.18,398074,46.82,43.34,98.85,81.97
563,POINT (112.434522 -1.917979),8742564,59.97,42.32,769711,72.98,12.72,496994,93.37,2,23356,165327,378129,42,22.5,49.08,697839,72.26,29.27,24.44,78.8
564,POINT (138.854141 -4.392780),1918306,16.17,64.38,435203,95.74,26.97,906415,77.45,2,1358,773975,757631,80,23.78,36.21,906835,1.4,74.35,89.25,81.19
565,POINT (121.908075 -4.671379),7485423,21.38,31.41,659228,49.07,50.36,222441,14.13,4,16122,285685,500160,38,78.83,97.62,933275,6.0,13.92,7.14,27.37
566,POINT (107.635771 -6.569985),14967201,2.02,13.72,108749,38.34,18.25,101091,46.99,3,16992,340743,911371,20,67.6,54.74,615569,39.95,5.65,45.23,91.04
567,POINT (111.270496 -1.030613),1735299,74.15,56.33,256614,6.53,16.63,135072,8.3,0,10638,687457,582938,55,65.19,31.01,238975,30.14,41.27,89.36,47.54
568,POINT (105.835837 -3.301077),14414110,52.72,47.13,337437,24.45,14.42,269785,88.3,5,12232,637543,611642,73,34.26,36.89,106472,17.24,37.04,37.76,46.9
569,POINT (113.292774 -0.412644),2310741,99.0,51.05,160939,39.82,13.89,611008,65.81,5,5668,51639,256727,53,61.76,44.1,865647,26.4,12.85,99.35,65.2
570,POINT (116.304967 3.376771),5755351,35.12,36.58,225351,53.75,16.07,67403,80.96,5,21704,552782,314055,52,24.51,88.8,908926,21.14,90.51,81.26,58.03
571,POINT (139.852873 -4.465506),1672514,7.73,49.32,165420,80.46,56.12,339332,88.41,4,16343,598376,321958,74,85.37,19.39,358609,84.48,58.8,60.62,31.51
572,POINT (116.268106 1.087248),6407930,31.55,11.26,812957,74.8,46.12,447157,62.49,3,9659,716847,456191,66,5.74,22.25,157847,66.6,97.61,11.41,38.18
573,POINT (102.122155 0.227164),4708207,70.76,79.25,592777,53.15,75.86,273961,94.17,0,5576,717913,398139,33,89.43,45.86,179534,35.64,48.03,20.08,50.78
574,POINT (121.544455 -2.803750),9760503,51.03,69.75,746487,53.08,34.51,444329,59.83,5,21421,648161,183234,72,39.48,92.85,840317,45.32,27.35,76.64,21.72
575,POINT (138.005657 -4.681671),4744557,14.66,81.22,942091,37.91,60.04,721127,97.9,1,5034,300032,966380,25,32.81,24.78,914904,77.42,35.3,39.91,64.54
576,POINT (132.926904 -1.569183),6720196,3.86,2.93,497300,48.76,78.34,495913,95.72,5,20338,869590,306601,36,99.89,63.54,339530,78.38,57.68,49.21,14.43
577,POINT (110.455872 -5.849099),13260014,74.15,58.3,508042,11.14,83.66,20685,79.59,1,2284,906503,614653,76,96.2,29.56,892424,59.5,88.11,81.0,88.28
578,POINT (101.345791 -1.639746),2793855,77.33,89.03,195565,85.46,1.45,850018,62.2,4,1622,630557,901392,61,89.98,88.3,582139,89.66,75.82,59.18,84.69
579,POINT (119.088163 -3.362569),7605768,80.43,78.19,804944,66.53,47.18,912097,88.68,4,19235,322103,407359,55,68.14,72.7,593460,8.63,33.6,96.1,1.01
580,POINT (137.666352 -3.856436),8578188,89.05,30.04,238927,65.27,42.97,861623,31.08,4,7987,201893,865292,62,0.44,16.41,2684,49.83,79.33,58.15,32.99
581,POINT (105.950300 -6.561029),9001563,63.27,17.06,448506,47.23,96.64,500627,49.96,4,21415,18581,545857,53,73.14,53.23,992658,47.63,84.92,93.12,50.19
582,POINT (140.164999 -8.339358),6221303,0.69,77.88,603742,60.97,4.48,972556,62.58,3,15960,143735,607449,36,6.06,23.84,758271,45.58,33.66,35.93,44.91
583,POINT (109.842447 -6.951386),13429333,58.16,74.18,740131,34.76,88.58,146753,46.09,3,14580,722610,429671,22,64.96,69.04,552186,29.39,42.3,12.81,97.06
584,POINT (127.834186 0.556454),13611922,85.57,70.49,683269,14.98,60.47,153169,86.9,4,8634,410856,343190,36,0.47,39.02,143376,97.77,5.64,91.31,74.65
585,POINT (114.765798 0.455995),5887550,60.84,62.24,887377,31.64,70.17,338718,37.88,3,17766,803666,804968,56,21.03,2.2,963667,44.66,49.25,44.02,0.44
586,POINT (137.619815 -2.982765),6619349,57.33,79.49,76360,82.14,53.58,865109,85.54,4,20577,756977,112114,65,71.0,98.23,83748,99.56,20.8,70.69,12.32
587,POINT (101.177463 -1.669181),1417256,49.74,91.69,137509,4.58,56.48,850873,28.77,3,13815,917529,400674,53,52.71,85.53,336317,1.41,71.38,48.28,83.92
588,POINT (116.977219 3.695636),12353592,43.64,96.43,329021,50.94,36.58,677005,69.04,2,1075,909325,538183,43,26.64,17.17,381762,48.45,16.93,29.89,62.07
589,POINT (112.721523 -3.018156),9656128,1.0,53.06,39686,43.59,15.54,32555,83.53,4,14276,139385,497318,58,87.55,95.22,492349,38.61,5.94,57.63,41.15
590,POINT (116.782235 1.220045),2728195,65.19,74.22,321569,22.75,24.57,130968,83.87,5,23973,555022,711376,69,2.64,58.16,437306,30.65,88.99,87.78,31.91
591,POINT (118.500875 1.352055),8005937,40.54,18.2,8873,69.72,76.08,333142,49.97,3,2907,45353,744819,65,75.55,71.01,495016,68.7,43.53,53.92,87.33
592,POINT (107.636270 -3.085560),2968859,67.17,40.49,707411,91.34,36.08,516295,41.53,2,1268,213261,817122,46,12.93,9.68,843440,35.96,50.89,46.64,25.52
593,POINT (122.731468 0.836459),4787094,20.19,49.13,486591,81.55,32.18,840535,23.62,2,6125,973724,329133,73,75.72,43.43,781538,63.58,91.23,54.21,25.61
594,POINT (100.281169 0.047603),4669560,59.31,15.55,9462,10.2,33.71,963230,2.78,2,22639,127294,967289,26,35.93,50.72,857878,47.77,88.6,69.76,25.54
595,POINT (119.560155 -5.433287),10840315,78.81,76.32,235781,26.93,42.36,9638,81.86,3,15569,777588,100478,60,74.5,73.57,673998,43.19,32.54,70.47,86.57
596,POINT (137.252966 -4.565151),9754460,30.09,55.22,945297,10.56,82.95,373038,31.65,4,21604,693603,338661,54,76.51,69.32,113623,17.88,32.33,45.6,49.55
597,POINT (103.080943 -1.535337),5666163,69.77,5.33,904883,36.18,39.93,59767,91.85,0,4858,156091,969318,42,22.29,28.7,831717,88.76,95.47,15.73,22.38
598,POINT (109.748160 -7.289771),3742371,59.37,17.55,573851,76.84,57.25,521148,51.1,0,18000,702059,360986,24,72.62,31.83,515869,96.31,8.04,36.5,18.29
599,POINT (112.723603 -1.796246),14249568,78.31,37.89,697232,89.93,2.56,34794,88.93,2,21162,724323,529050,79,45.26,7.09,110257,72.49,74.01,99.8,46.14
600,POINT (116.508248 -8.341373),9987187,77.82,68.42,489365,62.45,9.12,113054,70.93,2,7496,555290,423021,46,65.88,10.24,890061,57.09,40.61,48.6,86.71
601,POINT (105.702651 -4.812372),13833591,53.88,15.0,609787,75.15,0.08,262649,72.01,2,21480,723332,6318,42,77.55,18.02,197795,63.78,18.74,45.26,55.16
602,POINT (105.735867 -3.234574),5895177,24.28,36.92,103435,46.62,37.34,599119,71.38,1,23759,279537,598510,62,85.63,37.54,689851,94.24,65.05,42.88,40.97
603,POINT (96.325205 4.224678),12098917,55.66,80.16,391542,24.21,72.53,771088,71.09,3,22284,130006,8810,76,81.81,95.4,727497,4.01,82.2,52.24,14.01
604,POINT (139.001000 -2.564739),5356017,97.09,55.16,752780,72.4,91.08,326689,61.61,0,13129,463569,601349,48,96.74,5.2,72480,76.09,92.55,92.85,41.07
605,POINT (122.923986 -8.305060),13726612,41.13,60.63,154709,70.59,15.52,673971,45.7,3,21681,171367,237556,21,35.45,78.26,9434,13.16,70.14,68.92,27.8
606,POINT (115.683814 -2.147180),8118794,71.65,36.91,508344,68.31,49.62,250588,2.41,4,19905,874040,549839,35,42.79,78.31,847088,44.74,93.4,59.65,65.4
607,POINT (117.429379 2.922820),6063243,88.16,45.11,971716,10.22,9.21,690734,43.17,2,16767,625347,284266,37,84.71,95.99,777609,13.14,84.13,91.84,55.06
608,POINT (138.369327 -2.404149),3364624,50.52,64.48,738488,38.49,51.03,472374,29.21,3,21492,416919,627122,56,85.9,89.14,550875,31.02,36.92,74.13,25.49
609,POINT (135.305659 -3.834568),13339879,92.33,31.06,954001,50.24,25.75,456845,3.64,2,11494,411091,73449,64,28.47,80.91,141030,67.94,68.56,85.37,49.61
610,POINT (116.257550 -0.203739),1730034,96.98,98.51,503195,55.8,72.57,122515,55.89,4,7399,301405,148546,77,37.18,59.35,347166,5.3,87.51,28.02,66.33
611,POINT (102.656694 -3.888226),11392326,29.07,56.83,722112,53.58,87.22,692313,94.52,1,24232,532162,237894,80,65.57,30.49,591578,82.2,92.42,23.77,86.85
612,POINT (114.633265 -3.735742),3371433,24.14,78.5,710571,60.35,82.36,479180,88.1,5,9887,568103,874955,74,89.65,47.05,544518,34.87,27.18,10.26,4.89
613,POINT (118.434002 -8.399740),12525108,76.29,84.91,350374,38.07,76.06,221841,16.65,3,9452,267615,192304,39,46.76,10.41,246496,46.0,1.09,14.05,91.82
614,POINT (112.165800 -1.901746),9257591,33.17,53.42,508365,23.33,85.61,704347,41.62,5,12920,451515,519197,26,45.73,26.38,767302,73.27,93.32,5.71,61.66
615,POINT (139.676723 -6.836804),1048948,0.54,27.08,422794,21.42,99.53,933622,79.48,2,22146,891368,884144,22,27.02,21.47,616316,48.39,91.26,21.42,40.62
616,POINT (107.371903 -6.992125),3399517,14.75,7.31,539307,63.36,90.76,724828,68.32,4,10251,709591,529517,48,94.9,69.47,625869,88.89,33.55,75.75,51.53
617,POINT (124.747163 -1.859267),14717968,19.26,98.85,939031,39.04,90.73,788824,24.61,1,8974,172662,758642,46,58.21,21.97,79317,37.87,73.08,47.79,70.73
618,POINT (105.800640 -4.087959),10127246,23.39,55.82,217330,93.71,46.98,330533,26.44,5,10761,519103,992771,69,67.31,94.4,672392,58.44,87.39,45.55,9.5
619,POINT (111.954262 0.894509),8884151,20.93,15.18,211860,2.98,54.65,660178,52.26,4,12747,434346,852826,26,4.46,67.42,513551,8.68,79.21,97.31,92.23
620,POINT (110.386870 -2.184988),1175111,54.97,95.67,880459,80.92,41.44,723159,54.77,2,22143,52310,508663,79,22.52,41.11,296650,15.3,44.25,54.58,13.12
621,POINT (100.790327 -0.650436),14618506,59.03,39.03,327250,13.15,63.1,197900,54.84,4,16440,292106,794707,24,40.55,88.97,844864,96.65,37.68,95.96,34.88
622,POINT (140.332811 -2.896574),12426679,18.66,10.02,70610,1.81,82.91,911845,28.72,2,9929,285109,555887,25,47.62,41.05,374876,80.3,18.89,55.54,83.38
623,POINT (139.806205 -4.722204),3288152,78.67,87.78,225036,87.47,62.28,57238,40.07,1,11591,825808,699432,57,60.38,50.79,658858,17.63,56.12,47.72,84.27
624,POINT (133.579461 -3.063270),6616987,49.97,58.06,518118,58.2,48.2,104092,66.96,1,12101,611385,138370,44,27.84,61.56,980226,94.69,40.48,28.97,61.09
625,POINT (122.911974 -10.793755),7597661,27.81,83.4,148965,40.95,27.47,553954,51.45,2,3996,566438,295012,46,40.97,13.71,644147,48.48,57.99,51.18,89.06
626,POINT (101.571426 -1.681798),2612739,62.0,18.01,436921,45.77,65.81,382202,5.5,3,4880,979015,293679,50,53.24,61.45,74813,86.18,49.75,75.17,26.53
627,POINT (131.006213 -7.657676),7942622,95.62,56.47,277351,72.67,98.51,339403,65.33,4,10604,965670,903165,28,35.53,59.45,684272,35.29,94.84,6.21,97.8
628,POINT (133.941905 -1.919954),6864061,13.95,81.08,920993,79.28,34.02,110683,41.31,5,3398,419585,78452,31,3.77,91.29,911933,10.96,58.97,12.86,53.44
629,POINT (115.105660 -0.421962),2059924,24.14,33.87,359161,57.49,53.15,880906,67.77,1,13357,258647,495956,46,90.51,17.69,973077,90.19,0.93,41.85,83.74
630,POINT (116.194903 -2.451830),1455869,18.24,11.1,68604,45.08,93.83,755120,66.26,5,21318,567474,913782,44,74.41,23.62,271540,39.69,1.76,29.36,5.7
631,POINT (105.338390 -2.383501),2416177,9.0,79.53,502912,93.05,14.02,436975,78.72,0,6557,223412,103963,80,40.19,50.27,682193,5.93,61.72,94.6,75.64
632,POINT (120.556697 -8.692050),11874484,12.64,71.97,695257,27.19,83.88,458092,75.46,2,22789,982603,118288,67,85.54,97.26,643881,1.39,28.52,20.74,28.71
633,POINT (103.867596 -4.084211),14466596,65.61,73.6,158918,10.28,68.79,819624,67.01,3,16377,159658,516349,77,74.5,23.49,603414,28.73,90.71,45.48,92.77
634,POINT (123.210602 -4.759597),3846315,45.92,29.05,783375,45.89,70.16,234476,27.4,3,7336,705207,975683,20,44.54,64.91,845266,17.23,20.97,57.35,76.74
635,POINT (137.198365 -3.077622),11050669,36.65,29.31,596977,29.39,88.02,660576,81.0,3,18325,440681,100437,23,6.63,30.34,362402,75.98,55.67,13.61,2.09
636,POINT (97.381973 4.355702),5339067,36.16,39.17,44566,61.91,65.57,636650,85.06,5,19471,399628,814706,35,61.93,44.11,407745,67.36,92.18,43.65,22.07
637,POINT (102.163739 -1.768819),10723605,84.12,12.57,249546,61.39,17.29,21852,55.83,4,6008,198070,328027,56,14.26,87.73,639741,13.2,75.1,72.97,63.52
638,POINT (139.384552 -3.986270),5907700,65.58,93.72,719533,99.64,33.29,11347,87.44,4,24876,499265,303750,34,47.81,71.21,75364,6.97,88.9,31.2,16.27
639,POINT (116.307569 1.133679),4902725,73.15,78.53,627705,98.31,68.37,212411,98.5,1,11745,151076,303920,73,4.26,69.81,710628,31.69,0.45,35.29,22.59
640,POINT (103.441897 -4.175103),2024873,55.38,57.7,19089,90.13,82.32,246946,87.96,4,23201,316590,680834,33,47.88,8.67,634395,28.04,55.85,6.38,78.54
641,POINT (139.243115 -2.436650),9778533,98.77,85.57,70854,54.29,69.69,893782,13.73,5,5525,641931,724728,55,23.14,82.48,469551,67.58,84.21,71.84,58.01
642,POINT (100.606901 1.170981),11951637,97.41,33.26,607343,68.73,9.9,772106,37.95,5,13776,116755,183013,47,83.22,46.95,971831,58.38,87.3,74.17,33.52
643,POINT (101.232908 -0.612412),7314176,41.05,99.07,373607,81.01,9.63,250541,41.55,0,2826,51994,525896,34,98.66,28.93,605663,11.04,60.0,17.71,71.06
644,POINT (98.618340 1.834661),8655568,65.53,91.12,897719,17.82,55.03,257244,39.18,4,23238,989740,305897,60,23.3,30.89,817777,53.37,88.59,99.58,36.79
645,POINT (100.891401 1.048150),13865916,88.5,4.34,672056,84.98,79.44,736935,26.07,4,16756,889694,958355,78,82.04,14.42,257150,51.73,75.68,82.92,6.86
646,POINT (119.875711 -0.285748),14231726,67.22,33.45,366923,29.84,48.76,335528,7.31,3,2702,173525,820133,44,35.21,24.37,581994,62.44,17.95,81.83,16.09
647,POINT (127.921807 -8.174002),14205328,93.42,6.78,966177,41.18,26.99,462709,34.12,5,12412,600800,613270,39,2.24,13.4,527498,19.77,7.83,4.55,14.44
648,POINT (97.024390 4.732192),9343478,34.51,17.56,124399,82.86,84.73,976995,61.62,3,3888,323686,154745,80,28.14,98.75,516329,72.54,52.79,32.49,47.6
649,POINT (135.293606 -4.399757),8934028,90.7,77.46,142536,78.74,73.47,620257,46.53,0,7782,434959,673054,50,21.68,20.63,845929,98.63,52.88,15.12,80.7
650,POINT (102.890068 -2.853426),12099665,55.58,83.69,443533,3.04,56.08,604766,35.19,1,18160,564758,151552,70,64.86,12.94,768904,16.53,42.59,7.21,26.61
651,POINT (109.584043 0.956048),11823563,50.62,26.84,419932,44.15,7.69,562701,53.58,3,20828,762805,187467,53,73.86,52.44,445817,87.56,84.67,93.07,47.17
652,POINT (115.947222 -1.697812),12963723,36.37,45.81,783764,90.07,42.84,431253,77.27,1,20359,329623,817212,20,18.01,74.37,881395,93.87,23.55,15.05,5.22
653,POINT (139.654848 -6.758543),11948296,51.05,78.71,16706,99.95,73.08,856257,47.95,1,16839,199845,823767,46,92.39,88.59,566779,17.86,23.85,18.97,21.03
654,POINT (100.091898 1.929448),10643183,21.5,22.93,193367,73.44,8.7,181584,51.55,5,5733,536954,617063,39,40.49,48.68,961906,86.28,47.07,47.94,88.58
655,POINT (114.073317 -8.019042),1935675,88.01,80.37,933105,84.42,31.86,41644,49.95,2,21768,887949,949216,72,92.41,61.11,966453,39.96,34.21,31.21,69.98
656,POINT (121.887623 -3.718636),5545770,61.49,91.31,465373,24.15,57.14,18522,41.92,0,8370,866450,279762,22,44.28,54.52,987405,12.94,33.02,34.0,37.34
657,POINT (139.434362 -3.284551),7525922,92.61,4.52,124223,97.6,15.49,46213,9.62,0,10896,271280,566035,62,84.41,65.29,518667,21.24,2.03,28.28,15.44
658,POINT (100.043144 2.640087),5855848,50.03,43.7,255438,42.17,30.67,641753,25.13,4,12481,962775,800036,28,14.5,68.03,163989,63.79,47.42,55.4,87.22
659,POINT (128.069709 0.559848),9145159,57.18,45.09,419384,77.11,9.15,208722,3.78,3,13551,603768,680224,51,22.75,36.38,412655,52.65,25.02,78.57,75.89
660,POINT (104.815420 -3.612232),2707696,57.6,37.27,117116,3.26,3.84,863105,23.5,4,6850,764383,410828,73,67.18,96.68,186976,65.56,74.01,2.32,76.24
661,POINT (139.273378 -3.615425),1028366,70.68,66.97,307619,78.12,89.44,388136,63.37,4,11822,882419,44915,79,54.71,85.66,717939,62.62,37.17,69.7,7.27
662,POINT (123.017489 -4.804368),11836891,95.6,57.74,558755,87.4,51.09,641137,37.36,0,13136,102499,91662,74,75.66,98.5,603953,65.84,21.9,18.25,28.52
663,POINT (102.938754 -1.338273),2899310,67.81,65.42,391093,66.31,43.48,588237,25.23,1,8752,902395,371548,52,64.59,91.71,792670,92.35,48.4,3.33,84.55
664,POINT (115.456745 -3.232104),1763783,18.41,9.22,304589,64.68,4.85,48600,35.79,2,20208,226223,733270,33,80.66,44.05,463379,78.98,38.27,41.32,73.61
665,POINT (103.670478 -1.569844),5076762,42.1,64.76,735764,7.6,77.51,255217,90.53,5,13574,591344,395921,33,85.16,11.5,770197,96.81,44.29,7.71,86.69
666,POINT (104.716441 -4.227495),6845575,42.76,5.03,697365,70.46,93.22,917885,45.31,3,18458,533741,716158,28,77.68,27.77,876265,94.22,54.08,74.48,68.19
667,POINT (102.204752 -2.756513),3037510,57.08,77.6,691579,43.49,22.21,674746,25.4,4,20902,490276,639633,27,92.35,37.44,227395,11.65,86.24,41.94,32.69
668,POINT (125.777464 -8.003676),12898726,65.2,82.25,987568,92.04,35.55,817671,36.56,3,20172,668284,527152,79,28.65,7.48,119444,13.41,55.0,96.59,48.84
669,POINT (133.512641 -1.741279),1960031,20.95,72.01,57969,76.41,87.42,552301,75.17,5,8687,86008,93691,44,55.24,81.08,911262,79.56,79.04,81.36,3.99
670,POINT (120.064288 -4.869125),9481165,4.42,94.7,488893,89.93,9.12,567626,56.72,5,1097,720700,249486,48,23.4,87.9,362376,76.96,16.61,89.69,60.18
671,POINT (109.599733 -1.118323),10187015,23.8,91.81,233371,45.51,79.51,683033,44.29,4,14242,474057,488450,74,36.25,72.28,764248,30.73,30.18,57.7,76.94
672,POINT (133.224231 -1.224625),8455166,54.37,53.01,112028,37.69,53.29,439589,97.57,3,7331,660905,33709,38,97.83,52.55,775810,41.53,29.05,34.91,78.78
673,POINT (114.718022 -8.340230),4753787,20.53,54.56,870009,19.24,54.9,810073,59.63,1,15745,198299,527073,31,62.01,7.89,188286,8.78,11.61,54.24,15.34
674,POINT (137.597962 -2.523658),9825566,30.16,9.25,270082,36.26,26.67,936297,15.62,2,4739,730011,248131,78,97.31,1.46,438598,21.38,88.04,9.79,97.69
675,POINT (101.267118 0.163350),6785891,26.17,33.68,978394,29.97,33.44,983699,49.33,2,3383,497006,140408,45,42.71,53.45,714420,96.68,76.84,52.21,2.43
676,POINT (116.678986 -0.458138),12992072,52.55,32.26,294295,71.34,61.96,113836,67.86,5,17085,710416,753256,57,40.81,0.19,85289,26.88,34.48,67.63,60.75
677,POINT (138.985522 -4.406780),1428031,52.32,14.45,13418,97.33,89.02,347405,93.66,2,1791,108178,821455,27,44.27,33.17,804035,9.82,54.21,62.17,33.23
678,POINT (102.339513 -1.103378),11403837,0.98,76.86,497399,76.84,64.93,468435,87.98,5,2950,800260,767543,74,67.17,62.04,111966,98.12,16.71,26.3,63.11
679,POINT (96.047432 4.457331),5766646,41.64,30.48,446349,39.82,5.88,370326,40.61,0,19187,53809,32131,38,70.84,87.11,53540,86.73,35.78,65.74,36.89
680,POINT (100.667712 0.701896),10442672,46.01,34.18,958655,82.77,85.67,508320,78.3,2,14985,506902,672236,37,29.78,68.79,568026,7.06,28.35,93.05,99.84
681,POINT (112.407465 -2.810389),4562933,82.59,16.11,67755,31.93,2.27,799937,16.3,3,23981,8778,438237,28,74.0,72.37,504754,37.14,69.82,84.84,82.8
682,POINT (96.749976 4.640767),12249746,19.87,40.33,222577,20.42,53.02,75090,43.5,2,14899,548723,617120,69,74.43,14.98,330327,71.65,7.33,34.67,9.07
683,POINT (112.149920 0.136123),12605124,77.78,56.5,326848,21.18,31.77,790543,31.59,5,3274,912765,313417,39,8.1,49.03,988190,32.41,2.32,46.7,82.59
684,POINT (132.264879 -1.211387),14537013,69.74,61.91,390385,39.67,15.33,731396,15.16,3,16420,92167,943081,60,13.19,61.75,597582,16.66,64.01,22.65,74.6
685,POINT (111.875042 0.323991),14353059,18.91,99.48,111246,86.77,15.97,585180,81.98,3,22663,313937,357582,51,8.91,69.85,819066,58.58,62.48,57.3,29.46
686,POINT (134.983979 -3.549709),11216208,85.73,92.99,320808,63.64,79.7,620097,78.29,3,4005,214086,901205,23,14.29,68.42,194418,66.94,5.9,48.48,12.65
687,POINT (104.172878 -5.189196),2572540,11.35,20.17,288769,57.94,57.85,285524,45.16,0,18609,402220,410010,24,24.67,92.84,710089,85.69,34.44,11.95,9.87
688,POINT (97.835473 4.309934),1883082,64.06,76.38,259923,60.85,23.47,308437,63.91,3,23391,726737,309647,32,97.3,81.87,796304,68.22,38.52,38.49,16.66
689,POINT (109.480000 -7.464572),7352787,67.93,59.25,381471,35.52,33.38,591917,66.21,0,20788,120920,575148,71,83.2,27.19,90524,56.95,96.5,67.09,52.14
690,POINT (139.754989 -5.555884),11889448,32.62,23.57,754148,76.97,32.98,323927,51.57,3,16701,683121,100470,65,26.69,99.35,398324,9.08,0.44,14.92,86.4
691,POINT (138.571004 -2.251951),5315057,26.86,85.2,182606,65.39,68.1,308881,62.34,4,17706,261376,390047,41,3.12,51.87,650781,51.19,91.18,16.2,37.22
692,POINT (112.809658 -0.467052),13726082,88.01,99.44,358068,86.12,11.41,508084,9.86,3,7851,477796,636901,44,72.08,44.99,939066,17.81,45.95,88.56,51.17
693,POINT (111.266115 0.238289),11881623,75.97,38.4,842499,85.11,72.39,478614,54.08,1,18308,821950,612055,60,49.2,86.48,376629,55.09,97.05,84.28,0.1
